card_id,card_name,rarity,collection_number,snkrdunk_apparel_id,scrydex_raw_krw,scrydex_psa10_krw,scrydex_psa9_krw,raw_to_psa10_ratio,raw_to_psa9_ratio,psa10_to_psa9_ratio,psa10_to_raw_ratio,psa9_to_raw_ratio,snk_A_basis,snk_selected_A_krw,snk_A_n,scrydex_raw_to_snk_A_ratio,ladder_violation,action_status,notes,replacement_confidence,floor_suspect
CRD_C0A365CA88A64A5BB52A,멜메탈 VMAX,RRR,048/071,137097,1122,37109,,0.03,,,33.07,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C0B9156965764BADB0C5,레시라무&리자몽 GX,SR,096/095,104620,94540,494656,88755,0.191,1.065,5.573,5.23,0.94,A_1M,207100,4,0.456,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_C0CD75FE2CCE46389DA9,기로치 ex,RR,489/742,730157,384,54967,,0.007,,,143.14,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C123706D03224508B63B,트로피우스,AR,074/073,116065,4855,46554,35108,0.104,0.138,1.326,9.59,7.23,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C12CF65370894C5581E4,스컹탱크 V,SR,105/098,100562,3334,39739,13761,0.084,0.242,2.888,11.92,4.13,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C14EA7DC5F234B078571,로켓단의 랜스,SR,120/098,568322,5685,42461,28822,0.134,0.197,1.473,7.47,5.07,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C168AAFB91D64962B256,모토마,S,303/190,,1798,47996,,0.037,,,26.69,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C196FA6AC8E54F73BCFC,끼리동,AR,073/064,284952,3995,72587,25355,0.055,0.158,2.863,18.17,6.35,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C1D57B8B7B35C7ECE1FC,,,,,28809,87489,18589,0.329,1.55,4.706,3.04,0.65,NO_MAP,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_C1DA511430EB46B79854,메가폭타 ex,RR,013/063,659217,430,35674,5229,0.012,0.082,6.822,82.96,12.16,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C1ED974D21D945F6AE35,아쿠아단의 가이오가 EX,RR,006/034,91526,427141,3773002,1865744,0.113,0.229,2.022,8.83,4.37,A_1M,1425000,2,0.3,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_C25940958F57A0DE60C8,,,,,11769,125314,26001,0.094,0.453,4.82,10.65,2.21,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C284B6140DDE4A00A093,뮤 ex,RR,151/165,128053,2612,136988,28379,0.019,0.092,4.827,52.45,10.86,A_1M,9500,5,0.275,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_C28A0C2FB60246168A94,오롱털 VMAX,SSR,322/190,144783,6131,57044,4589,0.107,1.336,12.431,9.3,0.75,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_C29D97F59E3E4E9FB4E0,야도란,S,220/190,,5393,97460,21773,0.055,0.248,4.476,18.07,4.04,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C2A3EBDFC3B244DDA1F7,전툴라 ex,SR,118/102,326012,2458,52843,15290,0.047,0.161,3.456,21.5,6.22,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C2B35AF51F5B4B3D84EF,콜사,SR,196/187,471667,1844,66971,10688,0.028,0.173,6.266,36.32,5.8,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C2D419D0BA0BE07BC5B5,,,,,784,45882,,0.017,,,58.52,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C2E5273146CB463B8905,어써러셔,AR,082/078,110907,7237,72485,28786,0.1,0.251,2.518,10.02,3.98,A_1M,9500,2,0.762,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_C317FB78E5844D49AEC5,님피아 V,RR,073/184,,3211,50459,25160,0.064,0.128,2.006,15.71,7.84,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C31F1E43A61B4EC79EA3,쿡,SR,276/184,126523,2612,38210,14342,0.068,0.182,2.664,14.63,5.49,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C3A6BDB895B242D99F32,제라오라 VMAX,RRR,041/172,104997,1275,62541,38210,0.02,0.033,1.637,49.05,29.97,A_3M,9814,2,0.13,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_C3AC7D22528745FE8E4B,따라큐 V,RR,076/184,141088,1590,67874,13814,0.023,0.115,4.913,42.69,8.69,A_3M,9500,1,0.167,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_C3BE18AFFD494670BA91,연격 우라오스 V,RR,094/184,141115,538,68515,,0.008,,,127.35,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C3E06830FAAA4837AB25,아리아도스,CHR,205/184,126688,2397,63101,19886,0.038,0.121,3.173,26.32,8.3,A_3M,13300,1,0.18,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_C3F844BC04614855A4C4,코코리,AR,115/106,414089,4901,59248,26221,0.083,0.187,2.26,12.09,5.35,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C41854F7D20E8756104AAA3F9F81E8EA,요코하마 피카츄 (283),PR,283/SM-P,93078,367864,2069959,728472,0.178,0.505,2.842,5.63,1.98,A_1M,855000,3,0.43,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_C4387FFC5CCB4AF9A390,또가스,S,275/190,,6622,74712,30549,0.089,0.217,2.446,11.28,4.61,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C452FDCBD46A43E587EC,가라르 가로막구리,AR,209/193,731018,2412,57387,21743,0.042,0.111,2.639,23.79,9.01,A_1M,9500,1,0.254,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_C46B76D03DCD42BEB000,올리뇨,AR,079/078,110909,4210,57190,26495,0.074,0.159,2.159,13.58,6.29,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C46CF6C3E34746C1BB6D,한카리아스,S,200/150,,28264,134540,17760,0.21,1.591,7.575,4.76,0.63,NO_MAP,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_C4804FF23607466C9A90,다투곰 붉은 달 ex,RR,134/187,427231,430,40655,,0.011,,,94.55,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C481BCD104FC4D799A10,타로,SR,125/102,320348,5055,101848,28241,0.05,0.179,3.606,20.15,5.59,A_1M,11400,3,0.443,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_C4895FD08DDF4F6096E5,칠색조 EX,RR,068/080,390866,6131,160104,32599,0.038,0.188,4.911,26.11,5.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C4A0597992A94A558267,글레이시아 V,SR,077/069,91173,172762,358323,143787,0.482,1.202,2.492,2.07,0.83,A_1M,180500,8,0.957,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_C4DED4CD6D9B40719BF9,치렁,AR,106/101,251916,3334,84675,16055,0.039,0.208,5.274,25.4,4.82,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C4F41E3DBC5E4BAC88EA,곤포,SR,123/102,326016,1321,57384,19568,0.023,0.068,2.933,43.44,14.81,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C512FB10DEBE4D3A9245,솔가레오 GX,RR,040/060,386703,5593,47828,,0.117,,,8.55,,A_1M,23750,1,0.235,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_C52365D9FE2D440FAF36,피나,SR,091/071,120839,1798,33807,24177,0.053,0.074,1.398,18.8,13.45,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C541F6809A4B473D8981,다투곰 붉은 달 ex,SAR,225/187,450723,20573,81832,36295,0.251,0.567,2.255,3.98,1.76,A_3M,9500,1,2.166,SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_C56596E4D16D42879763,크레세리아 EX,SR,060/059,405957,76809,997456,110166,0.077,0.697,9.054,12.99,1.43,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C57DB853FD2D46888B48,메가리자몽X ex,RR,013/080,687275,4840,76233,34062,0.063,0.142,2.238,15.75,7.04,A_1M,14250,23,0.34,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_C5AAC2405EE34F249A43,오거폰 우물의 가면 ex,RR,038/101,,599,15139,,0.04,,,25.27,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C5C15088983B4338BFDC,이상해꽃 ex,RR,003/165,127768,999,58086,22227,0.017,0.045,2.613,58.14,22.25,A_3M,12350,1,0.081,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_C5F43E1D58DC4EB091BB,어써러셔 ex,RR,220/742,542647,384,22844,,0.017,,,59.49,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C5FD1D1E4E924008A6FE,라이츄 V,RR,034/100,139777,1667,67461,22166,0.025,0.075,3.043,40.47,13.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C608BA3853EA42618657,드래피온 V,SR,107/100,137046,1767,56613,,0.031,,,32.04,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C64D32F3DC3143B1A26C,페퍼의 요씽리스,AR,075/063,531301,3741,49479,16865,0.076,0.222,2.934,13.23,4.51,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C669300AD32E4E5D86B4,드래펄트 VMAX,RRR,050/096,145378,3641,37461,22935,0.097,0.159,1.633,10.29,6.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C684704D87BF4D358292,벰크,AR,127/086,608497,4947,57719,14526,0.086,0.341,3.973,11.67,2.94,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C6A1E00432684413B13B,큐레무 V,SR,102/100,137043,6576,71523,,0.092,,,10.88,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C6AC87E03F394758932B,망초,SR,081/062,140157,4056,68498,13975,0.059,0.29,4.901,16.89,3.45,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C6E94E4673E846D48583,기기어르,AR,147/086,608587,5547,67475,13894,0.082,0.399,4.856,12.16,2.5,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C726940566D64B5D97C1,올리뇨,S,204/190,,1598,25978,,0.062,,,16.26,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C74290D9A640465F8C18,엠페르트 V,SR,074/070,99573,116619,287078,70890,0.406,1.645,4.05,2.46,0.61,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_C7743941CB94475DBB80,메가곤율거니 ex,MA,231/193,730953,6645,74546,41503,0.089,0.16,1.796,11.22,6.25,A_1M,9500,20,0.699,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,Y
CRD_C7E2B077171045C69387,꾸꾸리,AR,106/100,506146,2950,58592,13180,0.05,0.224,4.446,19.86,4.47,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C7E6727225AD4AC8B1EA,레지기가스 V,RR,124/172,103554,507,37568,16773,0.013,0.03,2.24,74.1,33.08,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C83501C3B7174EAD9B11,백마 버드렉스 V,RR,125/414,141756,768,16819,,0.046,,,21.9,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C84CD0D4247C45DD9DA2,피카츄&제크로무 GX,RR,031/095,,31329,381707,82423,0.082,0.38,4.631,12.18,2.63,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C84E53788D884322B54B,짜랑고우거 GX,RR,041/050,,5193,136236,,0.038,,,26.23,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C8708FEE42914C2C92BD,다투곰 붉은 달 ex,RR,625/742,204141,415,33623,15275,0.012,0.027,2.201,81.02,36.81,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C876DFB3D3DC4A038B06,카푸꼬꼬꼭 VMAX,RRR,018/070,144160,1813,,12238,,0.148,,,6.75,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C8829581CD5F4E798F14,깜까미,S,291/190,,2827,84570,10713,0.033,0.264,7.894,29.92,3.79,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C88F58584ECC45019F54,파밀리쥐,S,318/190,,24491,104642,15153,0.234,1.616,6.906,4.27,0.62,NO_MAP,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_C8964D5114084013857C,어써러셔 ex,SR,078/063,546110,2074,48623,,0.043,,,23.44,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C896B50891774460A672,찬란한 강철톤,K,050/071,,3887,61008,7849,0.064,0.495,7.773,15.7,2.02,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C927EDBD33EB444EA017,아이스크,AR,065/063,664112,3542,51514,25764,0.069,0.137,1.999,14.54,7.27,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C932B86214B443F7BF18,N의 방안,SAR,173/086,606907,85997,197017,57294,0.436,1.501,3.439,2.29,0.67,A_1M,49875,11,1.724,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_C94514D16A7E46608874,대로트&야느와르몽 GX,SR,179/173,104543,134043,319418,56962,0.42,2.353,5.608,2.38,0.42,A_3M,47500,2,2.822,RAW_OVER_PSA9;SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_C94913B9843F44CAA1C8,부스터 EX,RR,007/032,91492,215107,3835249,1121016,0.056,0.192,3.421,17.83,5.21,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C98EFDB78A3045E8B138,릴리에의 삐삐 ex,RR,287/742,730104,522,39643,,0.013,,,75.94,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C9E479C530F64962AF8B,스트린더 V,RR,059/190,144440,538,32675,,0.016,,,60.73,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_C9FA55B6A1CF478FB8C3,냐스퍼,AR,087/080,752788,6115,107718,22171,0.057,0.276,4.859,17.62,3.63,A_3M,9500,1,0.644,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_CA05CA30ECC64AAA9103,M엘레이드 EX,SR,081/078,382203,215092,814855,119374,0.264,1.802,6.826,3.79,0.55,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_CA1450D6F122424A81D0,오리진 디아루가 V,RR,100/172,,661,23868,10673,0.028,0.062,2.236,36.11,16.15,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CA3282A90EA344D18DDD,무쇠무인 ex,RR,038/066,138238,707,32201,,0.022,,,45.55,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CA5B1279C7ED42C78594,라프라스 VMAX,SSR,312/190,,10233,62300,3054,0.164,3.351,20.399,6.09,0.3,NO_MAP,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_CA5C4ACA8C0944F9A611,팔데아 켄타로스,AR,084/073,116071,5055,66865,47553,0.076,0.106,1.406,13.23,9.41,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CA8791D1D7B746459F70,파오젠 ex,UR,097/071,120843,23754,44877,6116,0.529,3.884,7.338,1.89,0.26,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_CA8815FCA7DF4BD3A509,드래펄트 VMAX,SSR,318/190,144779,4978,58863,21422,0.085,0.232,2.748,11.82,4.3,A_3M,9500,1,0.524,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_CAA84D92B77A42B6AD29,삼삼드래 ex,RR,478/742,605489,423,50840,8410,0.008,0.05,6.045,120.19,19.88,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CAD2C5AC7AFD4C08A84D,디안시,AR,186/172,103084,5562,59277,21055,0.094,0.264,2.815,10.66,3.79,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CAEF24E4F3E04F20A205,썬더라이,AR,073/063,546107,2950,51313,25081,0.057,0.118,2.046,17.39,8.5,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CB04FE06D4DE4ECAB7C5,몰드류,AR,079/071,186442,4318,71187,25419,0.061,0.17,2.801,16.49,5.89,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CB258E4BA4884902A051,파라꼬,S,300/190,,3104,53540,4589,0.058,0.676,11.667,17.25,1.48,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CB69C20D58AF4D51A9AF,번치코 EX,PR,,411771,4594,139743,15887,0.033,0.289,8.796,30.42,3.46,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CB7A266C3EF64219A66B,마그마번,AR,175/172,105558,6699,61115,51777,0.11,0.129,1.18,9.12,7.73,A_3M,9500,1,0.705,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_CB975544B60F47048A93,블랙큐레무 EX,RR,084/093,108804,12276,258389,10703,0.048,1.147,24.142,21.05,0.87,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CBBC687119FD4B25A45C,타라곤,SR,108/080,753268,4517,48929,30350,0.092,0.149,1.612,10.83,6.72,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CBCB333E225D4F5DA095,타타륜 V,SR,061/060,145574,6100,61084,,0.1,,,10.01,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CBDDC3FDCA774193AB14,레시라무,SR,022/025,91583,460944,5365670,1480047,0.086,0.311,3.625,11.64,3.21,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CBF98258CCE3480F901E,지라치 GX,SR,180/173,134006,44066,204098,33554,0.216,1.313,6.083,4.63,0.76,A_3M,63327,3,0.696,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_CC3897BA1A4C4B138E6A,로켓단의 크로뱃 ex,SR,117/098,568898,5700,51406,14865,0.111,0.383,3.458,9.02,2.61,A_3M,19000,1,0.3,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_CC4FD534DFA941C6B7AF,대여르 V,RR,102/190,144513,615,27743,,0.022,,,45.11,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CC7458EF5365429CB168,괴력몬 V,SR,072/067,139511,6422,68944,,0.093,,,10.74,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CC97B2FE443A4CA09615,네르케,SR,342/190,164248,645,45274,17767,0.014,0.036,2.548,70.19,27.55,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CCA2E7D114F543BB8331,퍼퓨돈,S,316/190,,1921,73438,,0.026,,,38.23,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CCC2D6D574104829BBDF,N의 제크로무,AR,210/193,727387,10133,117212,38910,0.086,0.26,3.012,11.57,3.84,A_1M,9500,56,1.067,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,Y
CRD_CCEB4346B9854D20B752,볼트로스,AR,120/086,585874,3641,65304,17675,0.056,0.206,3.695,17.94,4.85,A_3M,9500,1,0.383,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_CD4628B3429A420A9319,일격 우라오스 VMAX,RRR,093/184,141114,1198,36742,19052,0.033,0.063,1.929,30.67,15.9,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CD86338BE2A54676A3B5,큐레무 V,RR,029/100,136970,830,81038,12232,0.01,0.068,6.625,97.64,14.74,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CDEC77ACD877490BB161,라티아스 ex,SR,078/064,385167,8005,58607,41069,0.137,0.195,1.427,7.32,5.13,A_3M,19000,1,0.421,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_CDF7188601734FA48B24,피카츄,PR,S-P 5,298872,32988,389093,91121,0.085,0.362,4.27,11.79,2.76,A_1M,95000,14,0.347,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_CE12D0712CDA406DA3C5,카디나르마 ex,SR,079/066,152782,2873,63485,,0.045,,,22.1,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CE2F437D2073455CA89E,루주라 ex,SR,193/165,128109,2965,127201,17554,0.023,0.169,7.246,42.9,5.92,A_3M,9500,3,0.312,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_CE4D32F8379962BB2C82,,,,,492,77341,4613,0.006,0.107,16.766,157.2,9.38,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CE5938A4B28D47A0AD85,샤로다 VSTAR,RRR,006/068,95115,937,33577,15290,0.028,0.061,2.196,35.83,16.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CE6FE97D871C4A218EFD,루가루암 ex,SR,090/073,116076,2213,46895,,0.047,,,21.19,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CEA9EABF38B14FBBAF02,스트린더 VMAX,RRR,037/096,,2612,48638,,0.054,,,18.62,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CEAA3C84AF6D4EE4B6F1,음번 V,SR,074/067,98649,92173,186296,74295,0.495,1.241,2.508,2.02,0.81,A_1M,66500,1,1.386,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_CECA6BC4887D4E72992B,위유이 ex,RR,035/190,156414,446,16850,,0.026,,,37.78,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CEE20BD28DB542FEB5E3,야돈&고라파덕 GX,SR,095/094,104600,101638,429716,72491,0.237,1.402,5.928,4.23,0.71,A_1M,184062,5,0.552,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_CF163D02C6AA44A39149,키키링 ex,RR,486/742,180191,399,26758,,0.015,,,67.06,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CF1F30D89B8A4666A200,메가가디안 ex,RR,071/193,,446,47252,20642,0.009,0.022,2.289,105.95,46.28,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CF300350E3954689842D,자시안,AR,087/080,693513,3365,61008,26428,0.055,0.127,2.308,18.13,7.85,A_1M,9548,2,0.352,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_CF31B0FF74A849A2B69F,블로스터,AR,068/063,664114,2520,52102,25962,0.048,0.097,2.007,20.68,10.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_CF565FADAC9C45388046,뮤 ex,RR,076/190,151727,3165,88737,31328,0.036,0.101,2.833,28.04,9.9,A_1M,19589,7,0.162,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_CF6F85E730554DB796E4,다크라이(프리즘스타),PR,031/066,,10755,541843,17370,0.02,0.619,31.194,50.38,1.62,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
