our_card_id,our_name,our_jp_ref,our_set_code,our_card_no,our_rarity,our_image_path,snkrdunk_id,snkrdunk_url,snkrdunk_title,snkrdunk_product_number,snkrdunk_image_url,snkrdunk_image_cache_path,text_match_card_id,scanner_top1_card_id,scanner_top1_name,scanner_top1_score,scanner_top5_json,match_status,confidence,source_set,notes
CRD_D543AC0888A542E78D35,얼음귀신 EX,xy8b_ja-14,XY8B,014/059,RR,cards/CRD_D543AC0888A542E78D35_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY8B,
CRD_D549C9C22E9C4E4C83D4,저승갓숭,sv4a_ja-278,SV4A,278/190,S,cards/CRD_D549C9C22E9C4E4C83D4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D5532CF1B3D74D75938E,엠페르트 V,swsh5r_ja-73,SWSH5R,073/070,SR,cards/CRD_D5532CF1B3D74D75938E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5R,
CRD_D55D68F136FE4493B753,엘풍 VSTAR,swsh9_ja-119,SWSH9,119/100,HR,cards/CRD_D55D68F136FE4493B753_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9,
CRD_D55D93F3B3354DD8B604,뮤 VMAX,swsh8_ja-40,SWSH8,040/100,RRR,cards/CRD_D55D93F3B3354DD8B604_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8,
CRD_D56048415DA2405E9DBC,피카츄 V,swshp_ja-122,SWSHP,S-P 73,PR,cards/CRD_D56048415DA2405E9DBC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSHP,
CRD_D57859CD4BA84DEEBC5A,루카리오 VSTAR,swsh12a_ja-226,SWSH12A,226/172,SAR,cards/CRD_D57859CD4BA84DEEBC5A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_D57DF737284449919BC3,메가이어롭&푸린 GX,sm12_ja-73,SM12,073/095,RR,cards/CRD_D57DF737284449919BC3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12,
CRD_D5801F6F54714BE18F81,레드의 도전,sm10_ja-107,SM10,105/095,SR,cards/CRD_D5801F6F54714BE18F81_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10,
CRD_D59A0E499FD44F4199B5,메더,sv11w_ja-115,SV11W,115/086,AR,cards/CRD_D59A0E499FD44F4199B5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11W,
CRD_D5A3208DB5D642528B68,세레비&이상해꽃 GX,sm9_ja-97,SM9,097/095,SR,cards/CRD_D5A3208DB5D642528B68_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9,
CRD_D5BD1DC91C304D4CBBCD,무쇠잎새 ex,sv8a_ja-16,SV8A,016/187,RR,cards/CRD_D5BD1DC91C304D4CBBCD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_D5CA1113067244059C35,알로라 나시 V,swsh10b_ja-5,SWSH10B,005/071,RR,cards/CRD_D5CA1113067244059C35_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_D5E768346B67472EBC09,유채의 활기,swsh12a_ja-243,SWSH12A,240/172,SAR,cards/CRD_D5E768346B67472EBC09_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_D6012E58494D4846B6FB,기라티나 V,swsh12a_ja-110,SWSH12A,110/172,RR,cards/CRD_D6012E58494D4846B6FB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_D602385974EB459BA404,후딘 ex,sv4a_ja-326,SV4A,326/190,SSR,cards/CRD_D602385974EB459BA404_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D602C3182737420E823B,볼트로스,bw1w_ja-54,BW1W,054/053,SR,cards/CRD_D602C3182737420E823B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW1W,
CRD_D629521D90F54884A73E,유카리,m3_ja-116,M3,116/080,SAR,cards/CRD_D629521D90F54884A73E_jp.png,753275,https://snkrdunk.com/apparels/753275,ユカリ SAR [M3 116/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-116,https://cdn.snkrdunk.com/upload_bg_removed/20260122103103-0.webp,snk_images/753275.png,CRD_D629521D90F54884A73E,CRD_D629521D90F54884A73E,유카리,0.8649,"[{""cardId"": ""CRD_D629521D90F54884A73E"", ""name"": ""유카리"", ""rarity"": ""SAR"", ""ref"": ""m3_ja-116"", ""score"": 0.8649}]",HIGH_CONFIDENCE,HIGH,M3,
CRD_D62E450DC27F4ACBBA35,자시안 V,NO_JP,,029/028,RR,cards/CRD_D62E450DC27F4ACBBA35_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_D63C03AADD7045929DC0,카푸꼬꼬꼭 VMAX,swsh5i_ja-83,SWSH5I,083/070,HR,cards/CRD_D63C03AADD7045929DC0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5I,
CRD_D65357D1999445768C17,맨돌핀,sv4a_ja-228,SV4A,228/190,S,cards/CRD_D65357D1999445768C17_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D65DE41A73AB4B91B33B,뜨아거,sv4a_ja-215,SV4A,215/190,S,cards/CRD_D65DE41A73AB4B91B33B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D676436BD48549B1BEBE,마리,swsh1h_ja-72,SWSH1H,072/060,HR,cards/CRD_D676436BD48549B1BEBE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1H,
CRD_D67FF6D515B941C0B69E,쏘겨모,swsh4a_ja-283,SWSH4A,283/190,S,cards/CRD_D67FF6D515B941C0B69E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_D69C2C88C4594015B09D,웨이니발 ex,sv1a_ja-103,SV1A,103/073,UR,cards/CRD_D69C2C88C4594015B09D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_D6A4F6C77AFF466C95D9,거북왕 ex,sv2a_ja-186,SV2A,186/165,SR,cards/CRD_D6A4F6C77AFF466C95D9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_D6BD7408ABA74C26951D,성호의 메타그로스 ex,NO_JP,,007/018,RR,cards/CRD_D6BD7408ABA74C26951D_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_D6CB6207F6D64F1A980C,오거폰 벽록의 가면 ex,sv6_ja-125,SV6,125/101,SAR,cards/CRD_D6CB6207F6D64F1A980C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6,
CRD_D6CE520A6BA64DCF916E,리피아 V,swsh6a_ja-71,SWSH6A,071/069,SR,cards/CRD_D6CE520A6BA64DCF916E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_D6EF48BBB6494035A432,M전룡 EX,xy7_ja-28,XY7,028/081,RR,cards/CRD_D6EF48BBB6494035A432_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY7,
CRD_D7065DC67F244D799293,테라파고스 ex,sv8a_ja-136,SV8A,136/187,RR,cards/CRD_D7065DC67F244D799293_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_D70F5446D2974DDC8EB0,펄스멍 V,swsh8_ja-34,SWSH8,155/414,RR,cards/CRD_D70F5446D2974DDC8EB0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8,
CRD_D73A0A8616924CE0A63E,스쿨보이,swsh7r_ja-85,SWSH7R,085/067,HR,cards/CRD_D73A0A8616924CE0A63E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_D7410D338CA64CF1BEC4,모토마,sv3a_ja-74,SV3A,074/062,AR,cards/CRD_D7410D338CA64CF1BEC4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3A,
CRD_D74B2BB02D9740569EEB,노고고치 ex,sv9_ja-79,SV9,575/742,RR,cards/CRD_D74B2BB02D9740569EEB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV9,
CRD_D7574728F6AB49FEBD4E,님피아 VMAX,swsh6a_ja-92,SWSH6A,092/069,HR,cards/CRD_D7574728F6AB49FEBD4E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_D77DDA36A4604E1A840A,마쿠와,swsh6a_ja-87,SWSH6A,086/069,SR,cards/CRD_D77DDA36A4604E1A840A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_D7976C3F939248F7A2C3,네리네,sv8a_ja-194,SV8A,188/187,SR,cards/CRD_D7976C3F939248F7A2C3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_D7B1A8152CB241248591,빛나는 게노세크트,sm3p_ja-10,SM3P,010/072,A,cards/CRD_D7B1A8152CB241248591_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM3P,
CRD_D7B60917E9F749A78D85,피카츄&제크로무 GX,sm12a_ja-41,SM12A,041/173,RR,cards/CRD_D7B60917E9F749A78D85_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_D7B9B3BCB4264919B5BC,투희,sv11w_ja-166,SV11W,166/086,SR,cards/CRD_D7B9B3BCB4264919B5BC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11W,
CRD_D7D333F402E247A68ADE,루가루암 GX,sm8b_ja-226,SM8B,226/150,SSR,cards/CRD_D7D333F402E247A68ADE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_D7F007D1EFC04DE9A1AF,뮤츠 EX,xyp_ja-190,XYP,,PR,cards/CRD_D7F007D1EFC04DE9A1AF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_D7F264F5E2C34408ADC5,멜메탈 GX,smp_ja-285,SMP,1 84 /SM-P,SM-P,cards/CRD_D7F264F5E2C34408ADC5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SMP,
CRD_D7F827AC8C0A42269337,하랑우탄,sm8b_ja-204,SM8B,204/150,S,cards/CRD_D7F827AC8C0A42269337_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_D805B78A8EC145518EBF,이브이 ex,sv8a_ja-223,SV8A,223/187,SAR,cards/CRD_D805B78A8EC145518EBF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_D80851B52D9A43F59EF6,갸라도스 ex,sv1s_ja-14,SV1S,014/078,RR,cards/CRD_D80851B52D9A43F59EF6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_D80CF1FA048C431C9F66,글라이온,NO_JP,,39/60,HR,cards/CRD_D80CF1FA048C431C9F66_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_D827A662E6E744C3B693,무우마,m2a_ja-202,M2A,202/193,AR,cards/CRD_D827A662E6E744C3B693_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_D82F080A60144D05A9D5,이야후 ex,sv6a_ja-80,SV6A,080/064,SR,cards/CRD_D82F080A60144D05A9D5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6A,
CRD_D844EA6139A443209168,누니머기,swsh4a_ja-232,SWSH4A,232/190,S,cards/CRD_D844EA6139A443209168_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_D845279FDA5B4030B495,한바이트,sm8b_ja-199,SM8B,199/150,S,cards/CRD_D845279FDA5B4030B495_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_D84EB7E9F130403F8AEA,사다이사 VMAX,swsh6h_ja-86,SWSH6H,086/070,HR,cards/CRD_D84EB7E9F130403F8AEA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6H,
CRD_D8668F914B2643658274,주즈베&담죽맨,sm12a_ja-194,SM12A,200/173,SR,cards/CRD_D8668F914B2643658274_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_D86A3315CB974B96A9E6,귀뚤톡크 V,swsh5r_ja-4,SWSH5R,014/414,RR,cards/CRD_D86A3315CB974B96A9E6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5R,
CRD_D87B1708EDCE4A669223,망나뇽 GX,sm6a_ja-56,SM6A,056/053,SR,cards/CRD_D87B1708EDCE4A669223_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6A,
CRD_D88B69F2CCFC4DF587DC,샤로다 V,swsh11a_ja-84,SWSH11A,084/068,CSR,cards/CRD_D88B69F2CCFC4DF587DC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11A,
CRD_D89AE69557754704BE5B,로켓단의 람다,sv10_ja-122,SV10,119/098,SR,cards/CRD_D89AE69557754704BE5B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_D89C085C68AB427DB734,보만다 GX,sm6b_ja-45,SM6B,045/066,RR,cards/CRD_D89C085C68AB427DB734_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6B,
CRD_D8C1902727604BB699E2,팬텀&따라큐 GX,sm9_ja-102,SM9,102/095,SR,cards/CRD_D8C1902727604BB699E2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9,
CRD_D8CA3FC24E11442D97E0,빠모,sv4a_ja-340,SV4A,340/190,AR,cards/CRD_D8CA3FC24E11442D97E0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D8DEBF9FF3D14AEDADAA,스트린더 V,swsh4a_ja-314,SWSH4A,314/190,SSR,cards/CRD_D8DEBF9FF3D14AEDADAA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_D90EA6EE600D4876BBB4,드니차,sv2p_ja-75,SV2P,075/071,AR,cards/CRD_D90EA6EE600D4876BBB4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2P,
CRD_D917D157475747FCB7AC,가라르 창파나이트 V,swsh4_ja-106,SWSH4,106/100,SR,cards/CRD_D917D157475747FCB7AC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4,
CRD_D91DE05A19D749D59779,모르페코,swsh4a_ja-243,SWSH4A,243/190,S,cards/CRD_D91DE05A19D749D59779_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_D92373A46C9C4F6FA162,페로코체&매시붕 GX,sm9b_ja-1,SM9B,001/054,RR,cards/CRD_D92373A46C9C4F6FA162_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9B,
CRD_D934A1F32E1645DE8BCA,나인테일,sv3_ja-110,SV3,110/108,AR,cards/CRD_D934A1F32E1645DE8BCA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_D94E04ECD5514CC887E1,수련,sm4p_ja-118,SM4P,120/114,SR,cards/CRD_D94E04ECD5514CC887E1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM4P,
CRD_D95254F3729941B9B6A6,루가루암 GX,sm2l_ja-27,SM2L,027/050,RR,cards/CRD_D95254F3729941B9B6A6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM2L,
CRD_D956254FB2F5419D85EE,규토리장인,sm6b_ja-75,SM6B,074/066,SR,cards/CRD_D956254FB2F5419D85EE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6B,
CRD_D964095CC14B4504BFB1,초염몽,dp1_ja-1001,DP1,17/60,HR,cards/CRD_D964095CC14B4504BFB1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,DP1,
CRD_D96E0DB78D214574BD54,로즈레이드,swsh9a_ja-68,SWSH9A,068/067,CHR,cards/CRD_D96E0DB78D214574BD54_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9A,
CRD_D970AD67FDC84F989B91,찌리비,sv4a_ja-250,SV4A,250/190,S,cards/CRD_D970AD67FDC84F989B91_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_D977F918DEE8417F8794,이브이 V,NO_JP,,029/031,RR,cards/CRD_D977F918DEE8417F8794_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_D97F8DEBE01544ABAA7E,코라이돈 ex,sv1s_ja-103,SV1S,103/078,SAR,cards/CRD_D97F8DEBE01544ABAA7E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_D9AD2D4FCCF34C3D93DB,블래키 EX,xy10_ja-82,XY10,082/078,SR,cards/CRD_D9AD2D4FCCF34C3D93DB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY10,
CRD_D9B3211985F34D18B014,신비록 V,swsh10d_ja-59,SWSH10D,059/067,RR,cards/CRD_D9B3211985F34D18B014_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_D9C0CF682CE44A96BED2,네오라이트 V,swsh12a_ja-216,SWSH12A,216/172,SAR,cards/CRD_D9C0CF682CE44A96BED2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_D9D84E45DE404ECCB835,모스노우,swsh1a_ja-84,SWSH1A,084/070,UR,cards/CRD_D9D84E45DE404ECCB835_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1A,
CRD_D9F3370BA1BE476D89E2,프리지오,sv11b_ja-115,SV11B,115/086,AR,cards/CRD_D9F3370BA1BE476D89E2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_D9FA88BC123C41F9B448,라프라스 ex,mp_ja-2,MP,,RR,cards/CRD_D9FA88BC123C41F9B448_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,MP,
CRD_D9FD0C12886E494286DB,쉐이미 EX,bw3p_ja-53,BW3P,053/052,SR,cards/CRD_D9FD0C12886E494286DB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW3P,
CRD_D9FDD63E25B848EAAE06,카푸꼬꼬꼭(프리즘스타),sm12a_ja-49,SM12A,049/173,PR,cards/CRD_D9FDD63E25B848EAAE06_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_DA068974AC734E7AB608,야나키,sv11b_ja-90,SV11B,090/086,AR,cards/CRD_DA068974AC734E7AB608_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_DA27591B04B940C980EF,버랜지나,sv11b_ja-145,SV11B,145/086,AR,cards/CRD_DA27591B04B940C980EF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_DA547219871F4A868241,하솔,sv8a_ja-227,SV8A,232/187,SAR,cards/CRD_DA547219871F4A868241_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_DA8736447EB24766A712,갑주무사 ex,sv4k_ja-81,SV4K,081/066,SR,cards/CRD_DA8736447EB24766A712_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4K,
CRD_DA900EAAF6EA496AA465,몽나,sv11b_ja-121,SV11B,121/086,AR,cards/CRD_DA900EAAF6EA496AA465_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_DAA35F1AF62C4F308C37,브리두라스 ex,m2a_ja-122,M2A,122/193,RR,cards/CRD_DAA35F1AF62C4F308C37_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_DAA647C583CD4B3182C5,독개굴 EX,xy2_ja-36,XY2,036/080,RR,cards/CRD_DAA647C583CD4B3182C5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY2,
CRD_DAA6AB20B9FA4E75BA0C,썬더 ex,sv2a_ja-194,SV2A,194/165,SR,cards/CRD_DAA6AB20B9FA4E75BA0C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_DAAA4A279BCD415190D0,팔데아 우파,sv1a_ja-85,SV1A,085/073,AR,cards/CRD_DAAA4A279BCD415190D0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_DAF9334F2EBE4F959019,그란돈 EX,xy5g_ja-39,XY5G,039/070,RR,cards/CRD_DAF9334F2EBE4F959019_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5G,
CRD_DAFD8B92B8CF427FB7FE,팔데아 켄타로스,sv4a_ja-212,SV4A,212/190,S,cards/CRD_DAFD8B92B8CF427FB7FE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_DB00069D3B2C4916B373,켄타로스 GX,sm1m_ja-64,SM1M,064/060,SR,cards/CRD_DB00069D3B2C4916B373_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1M,
CRD_DB0269F2CFB9449490D3,니로우,sv4a_ja-288,SV4A,288/190,S,cards/CRD_DB0269F2CFB9449490D3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_DB0F99DBDC074D509C4E,어니언,swsh3a_ja-84,SWSH3A,084/076,SR,cards/CRD_DB0F99DBDC074D509C4E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3A,
CRD_DB1896C047CE499EA48B,오리진 디아루가 V,swsh10d_ja-75,SWSH10D,075/067,SR,cards/CRD_DB1896C047CE499EA48B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_DB1EE27B66F247D18E05,M엘레이드 EX,xy6_ja-31,XY6,031/078,RR,cards/CRD_DB1EE27B66F247D18E05_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY6,
CRD_DB277DCB29D047D6A9C6,쿠쿠이박사,sm1s_ja-66,SM1S,066/060,SR,cards/CRD_DB277DCB29D047D6A9C6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1S,
CRD_DB2FCD2BE6764FDC8AD2,포켓몬 브리더의 육성,swsh2a_ja-78,SWSH2A,078/070,SR,cards/CRD_DB2FCD2BE6764FDC8AD2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2A,
CRD_DB3058C2ACCB4A9498BD,빠르모트,sv4a_ja-249,SV4A,249/190,S,cards/CRD_DB3058C2ACCB4A9498BD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_DB4376253193405389B0,무한다이노 V,swsh3_ja-64,SWSH3,010/028,RR,cards/CRD_DB4376253193405389B0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3,
CRD_DB44D404633141DBBC80,두더류,sv11b_ja-130,SV11B,130/086,AR,cards/CRD_DB44D404633141DBBC80_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_DB63CA7CA3E74E61A7ED,보만다 V,swsh3_ja-80,SWSH3,080/100,RR,cards/CRD_DB63CA7CA3E74E61A7ED_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3,
CRD_DB67FF4AD9D943BF9366,라티오스(프리즘스타),sm7_ja-67,SM7,067/096,PR,cards/CRD_DB67FF4AD9D943BF9366_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM7,
CRD_DB71489497854EF98781,M가디안 EX,xy11c_ja-57,XY11C,057/054,SR,cards/CRD_DB71489497854EF98781_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY11C,
CRD_DB83835D9CEC4025A0CC,루가루암 VMAX,swsh7d_ja-25,SWSH7D,025/067,RRR,cards/CRD_DB83835D9CEC4025A0CC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7D,
CRD_DB83FAE5579D41C28206,자포코일 ex,sv1v_ja-28,SV1V,028/078,RR,cards/CRD_DB83FAE5579D41C28206_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_DB8B895CEE0C4F1D99AB,고래왕 EX,xy5t_ja-71,XY5T,071/070,SR,cards/CRD_DB8B895CEE0C4F1D99AB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5T,
CRD_DBA4E957DBAD4886B117,세이지,sv5m_ja-91,SV5M,091/071,SR,cards/CRD_DBA4E957DBAD4886B117_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5M,
CRD_DBB7B7B124384146B708,루카리오 GX,sm8b_ja-224,SM8B,224/150,SSR,cards/CRD_DBB7B7B124384146B708_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_DBCCC554027A4F239EE1,눈여아 ex,sv3a_ja-75,SV3A,075/062,SR,cards/CRD_DBCCC554027A4F239EE1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3A,
CRD_DBCFA7ECE36342E69356,리자몽 EX,xyp_ja-30,XYP,,PR,cards/CRD_DBCFA7ECE36342E69356_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_DBD0BA8810234F79AE76,메가입치트 ex,m1l_ja-46,M1L,046/063,RR,cards/CRD_DBD0BA8810234F79AE76_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1L,
CRD_DBD66A8B209F456490D9,블래키 VMAX,swsh6a_ja-94,SWSH6A,094/069,HR,cards/CRD_DBD66A8B209F456490D9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_DBE064C8AC1C4B42B193,미라이돈 ex,sv1v_ja-106,SV1V,106/078,UR,cards/CRD_DBE064C8AC1C4B42B193_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_DBE075DCBF884295B389,그란돈,sv3a_ja-69,SV3A,069/062,AR,cards/CRD_DBE075DCBF884295B389_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3A,
CRD_DBF213BF7C11429B9323,야돈,sv4a_ja-219,SV4A,219/190,S,cards/CRD_DBF213BF7C11429B9323_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
