our_card_id,our_name,our_jp_ref,our_set_code,our_card_no,our_rarity,our_image_path,snkrdunk_id,snkrdunk_url,snkrdunk_title,snkrdunk_product_number,snkrdunk_image_url,snkrdunk_image_cache_path,text_match_card_id,scanner_top1_card_id,scanner_top1_name,scanner_top1_score,scanner_top5_json,match_status,confidence,source_set,notes
CRD_2CABD12EE5B74135858E,웨이니발 ex,sv1a_ja-88,SV1A,088/073,SR,cards/CRD_2CABD12EE5B74135858E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_2CC63A0C3FDE4901A41B,모노두,sv11w_ja-142,SV11W,142/086,AR,cards/CRD_2CC63A0C3FDE4901A41B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11W,
CRD_2CE1E087831443ADACEE,에몽가,sc1_ja-23,SC1,023/025,SR,cards/CRD_2CE1E087831443ADACEE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SC1,
CRD_2CECD65EDFEE402B8093,킹드라,swsh8b_ja-190,SWSH8B,190/184,CHR,cards/CRD_2CECD65EDFEE402B8093_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_2D086E56EA5A4353922E,알로라나인테일 GX,sm7b_ja-53,SM7B,053/050,SR,cards/CRD_2D086E56EA5A4353922E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM7B,
CRD_2D08E66725174B8D97BF,찬란한 히드런,swsh9a_ja-11,SWSH9A,011/067,K,cards/CRD_2D08E66725174B8D97BF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9A,
CRD_2D0FDD0C77AF4176BAA2,신비록 V,swsh10d_ja-76,SWSH10D,076/067,SR,cards/CRD_2D0FDD0C77AF4176BAA2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_2D25B07240614BDCAAAC,히스이 대검귀 VSTAR,swsh9a_ja-87,SWSH9A,087/067,HR,cards/CRD_2D25B07240614BDCAAAC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9A,
CRD_2D3476E6CBAD4BDCB062,메타몽 VMAX,swsh4a_ja-141,SWSH4A,141/190,RRR,cards/CRD_2D3476E6CBAD4BDCB062_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_2D3BEACE738C403A95FC,달코퀸 V,swsh8_ja-11,SWSH8,011/100,RR,cards/CRD_2D3BEACE738C403A95FC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8,
CRD_2D4779F86C774DBFA501,청목의 수완,sv8a_ja-188,SV8A,193/187,SR,cards/CRD_2D4779F86C774DBFA501_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_2D4AA6D08A11483FA5DB,무쇠가시 ex,sv5a_ja-33,SV5A,282/742,RR,cards/CRD_2D4AA6D08A11483FA5DB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5A,
CRD_2D4B139B3E984F86B365,울트라네크로즈마 GX,sm6_ja-69,SM6,069/094,RR,cards/CRD_2D4B139B3E984F86B365_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM6,
CRD_2D610AC70AB04D4887B7,귀뚤톡크 V,swsh8b_ja-213,SWSH8B,213/184,CSR,cards/CRD_2D610AC70AB04D4887B7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_2D84D1DA75FF4868B015,말리화,sm7b_ja-56,SM7B,055/050,SR,cards/CRD_2D84D1DA75FF4868B015_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM7B,
CRD_2DAAC2D00EB94B1F861B,마휘핑 ex,NO_JP,,060/175,RR,cards/CRD_2DAAC2D00EB94B1F861B_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_2DB11712502240BA802B,솔가레오&루나아라 GX,sm11b_ja-20,SM11B,020/049,RR,cards/CRD_2DB11712502240BA802B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11B,
CRD_2E14D4A8D7AB4CCB95D2,아보크 ex,sv2a_ja-187,SV2A,187/165,SR,cards/CRD_2E14D4A8D7AB4CCB95D2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_2E16148F22B445A2B1F9,솔가레오(프리즘스타),sm8b_ja-82,SM8B,082/150,PR,cards/CRD_2E16148F22B445A2B1F9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_2E2D7916E97E4BB997FF,토게키스 V,swsh3a_ja-58,SWSH3A,058/076,RR,cards/CRD_2E2D7916E97E4BB997FF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3A,
CRD_2E403B756FE641CB89FF32CEB4BDDB4E,메가망나뇽 ex,m2a_ja-250,M2A,250/193,MUR,cards/CRD_2E403B756FE641CB89FF32CEB4BDDB4E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_2E4CD75454EB4A199A90,마기라스 V,swsh5i_ja-77,SWSH5I,077/070,SR,cards/CRD_2E4CD75454EB4A199A90_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5I,
CRD_2E5F9227724846BE8970,라티오스 GX,sm11_ja-34,SM11,034/094,RR,cards/CRD_2E5F9227724846BE8970_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11,
CRD_2E7CD2B64DB94542A5DB,조타구,sv6_ja-110,SV6,110/101,AR,cards/CRD_2E7CD2B64DB94542A5DB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6,
CRD_2E8555FADF814122AE17,찬석의 활기,swsh10d_ja-83,SWSH10D,084/067,HR,cards/CRD_2E8555FADF814122AE17_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_2E88C364F7394ACBB0AB,마리,swsh4a_ja-198,SWSH4A,193/190,SR,cards/CRD_2E88C364F7394ACBB0AB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_2E8C144F443F49BBAE9B,미라이돈 ex,NO_JP,,553/742,RR,cards/CRD_2E8C144F443F49BBAE9B_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_2E8CB13E9FEE40A28A14,웅의 근성,cp6_ja-100,CP6,112/100,SR,cards/CRD_2E8CB13E9FEE40A28A14_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP6,
CRD_2ED0AB8374204F3DABF4,가라르 파이어 V,swsh12a_ja-80,SWSH12A,080/172,RR,cards/CRD_2ED0AB8374204F3DABF4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_2ED4580E9B974C03A527,눈여아,swsh7r_ja-87,SWSH7R,087/067,UR,cards/CRD_2ED4580E9B974C03A527_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_2EDC5DADC4F24ECD976A,팔데아 토오 ex,sv1a_ja-54,SV1A,054/073,RR,cards/CRD_2EDC5DADC4F24ECD976A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_2F01A346908C450BB7DD,꿰뚫는화염 ex,sv5k_ja-85,SV5K,085/071,SR,cards/CRD_2F01A346908C450BB7DD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5K,
CRD_2F0219577D244E019E99,레시라무 GX,sm8b_ja-18,SM8B,018/150,RR,cards/CRD_2F0219577D244E019E99_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_2F0ED241ED394BF6BF87,아이앤트 ex,sv8_ja-3,SV8,052/742,RR,cards/CRD_2F0ED241ED394BF6BF87_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_2F1F77D90BA84F3E8C7D,피카츄,swshp_ja-124,SWSHP,S-P 75,PR,cards/CRD_2F1F77D90BA84F3E8C7D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSHP,
CRD_2F3643AC21E84F689C43,쉐이미 EX,xy6_ja-63,XY6,106/171,RR,cards/CRD_2F3643AC21E84F689C43_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY6,
CRD_2F43F0F33B364E59B1AA,로사와 로이,sm10b_ja-62,SM10B,061/054,SR,cards/CRD_2F43F0F33B364E59B1AA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10B,
CRD_2F4B432C1AE74911BACC,빙마 칼레오스 VMAX,swsh8b_ja-278,SWSH8B,278/184,UR,cards/CRD_2F4B432C1AE74911BACC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_2F5447039AA345D78AAB,테라파고스 ex,sv7_ja-130,SV7,130/102,SAR,cards/CRD_2F5447039AA345D78AAB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_2F715EB445B84B778ECB,스코빌런 ex,sv8_ja-120,SV8,120/106,SR,cards/CRD_2F715EB445B84B778ECB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_2FA1805FDEA84161ABE3,껍질몬,m1s_ja-72,M1S,072/063,AR,cards/CRD_2FA1805FDEA84161ABE3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1S,
CRD_2FABCAF7B31F4346915C,코고미,sv11b_ja-113,SV11B,113/086,AR,cards/CRD_2FABCAF7B31F4346915C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_2FB8CA83CF9D40F1A071,뮤 ex,ma_ja-2,MA,002/043,RR,cards/CRD_2FB8CA83CF9D40F1A071_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,MA,
CRD_2FCEBFB496E94F0CB99B,무한다이노 V,swsh8b_ja-246,SWSH8B,246/184,CSR,cards/CRD_2FCEBFB496E94F0CB99B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_2FDCD42F1BBC4E4BAD11,석탄산 V,swsh3a_ja-42,SWSH3A,042/076,RR,cards/CRD_2FDCD42F1BBC4E4BAD11_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3A,
CRD_2FE00DB6CB1E400085C1,테오키스 VSTAR,NO_JP,,007/020,RR,cards/CRD_2FE00DB6CB1E400085C1_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_2FE394C852394D129604,나몰빼미,m3_ja-82,M3,082/080,AR,cards/CRD_2FE394C852394D129604_jp.png,753257,https://snkrdunk.com/apparels/753257,モクロー AR [M3 082/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-082,https://cdn.snkrdunk.com/upload_bg_removed/20260122103636-0.webp,snk_images/753257.png,CRD_2FE394C852394D129604,CRD_2FE394C852394D129604,나몰빼미,0.9122,"[{""cardId"": ""CRD_2FE394C852394D129604"", ""name"": ""나몰빼미"", ""rarity"": ""AR"", ""ref"": ""m3_ja-82"", ""score"": 0.9122}]",HIGH_CONFIDENCE,HIGH,M3,
CRD_300C6F0A10AF4D768DAB,깜눈크,sv11b_ja-141,SV11B,141/086,AR,cards/CRD_300C6F0A10AF4D768DAB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_301C4EFCC282412B9BCC,뮤츠 GX,sm4p_ja-36,SM4P,036/114,RR,cards/CRD_301C4EFCC282412B9BCC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM4P,
CRD_302EC9D2C71947778B51,꼬부기,sv2a_ja-170,SV2A,170/165,AR,cards/CRD_302EC9D2C71947778B51_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_304D28B61C7F409C86A4,이상해씨,m1l_ja-64,M1L,064/063,AR,cards/CRD_304D28B61C7F409C86A4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1L,
CRD_304E6E316BFB44F593D5,스태솔트,sv4a_ja-284,SV4A,284/190,S,cards/CRD_304E6E316BFB44F593D5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_30523D5BF2EE4A83A4CB,포푸니라,NO_JP,,746/742,AR,cards/CRD_30523D5BF2EE4A83A4CB_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_306457DE76EA45C5B61B,월로,swsh10a_ja-93,SWSH10A,096/071,HR,cards/CRD_306457DE76EA45C5B61B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10A,
CRD_308148D51D5845769B01,아이앤트 ex,sv8_ja-130,SV8,130/106,SAR,cards/CRD_308148D51D5845769B01_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_30975550ADDC4EA8A667,부스터 V,swsh6a_ja-73,SWSH6A,073/069,SR,cards/CRD_30975550ADDC4EA8A667_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_3099C7E0FF07461FA926,메가저리더프 ex,m2a_ja-49,M2A,049/193,RR,cards/CRD_3099C7E0FF07461FA926_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_30A6CD03B29E4EAFA1C2,로켓단의 니로우,sv10_ja-106,SV10,106/098,AR,cards/CRD_30A6CD03B29E4EAFA1C2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_30E3A8301DC84AC182A0,올리르바,sv4a_ja-205,SV4A,205/190,S,cards/CRD_30E3A8301DC84AC182A0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_30EDC0F1FD7B46A58FDE,춤추새 GX,sm12_ja-97,SM12,097/095,SR,cards/CRD_30EDC0F1FD7B46A58FDE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12,
CRD_30FDE55BA54D445982F5,춤추새 GX,sm12_ja-35,SM12,035/095,RR,cards/CRD_30FDE55BA54D445982F5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12,
CRD_30FF9351A4A04DDEBA05,리자드,sm8b_ja-167,SM8B,167/150,S,cards/CRD_30FF9351A4A04DDEBA05_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_31207730A1244D4BA676,멜메탈 ex,NO_JP,,085/139,RR,cards/CRD_31207730A1244D4BA676_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_31587FB56FBD49B593F1,피오네,sv5a_ja-71,SV5A,071/066,AR,cards/CRD_31587FB56FBD49B593F1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5A,
CRD_315BCF529A824490A671,거대코뿌리 V,swsh3_ja-49,SWSH3,049/100,RR,cards/CRD_315BCF529A824490A671_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3,
CRD_318B01AFB53C42318601,더시마사리 GX,sm1p_ja-56,SM1P,056/051,SR,cards/CRD_318B01AFB53C42318601_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1P,
CRD_31940B3434F54CAB8CAB,이노,m3_ja-106,M3,107/080,SR,cards/CRD_31940B3434F54CAB8CAB_jp.png,753269,https://snkrdunk.com/apparels/753269,ピュール SR [M3 106/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-106,https://cdn.snkrdunk.com/upload_bg_removed/20260122103222-0.webp,snk_images/753269.png,CRD_31940B3434F54CAB8CAB,CRD_31940B3434F54CAB8CAB,이노,0.8497,"[{""cardId"": ""CRD_31940B3434F54CAB8CAB"", ""name"": ""이노"", ""rarity"": ""SR"", ""ref"": ""m3_ja-106"", ""score"": 0.8497}]",HIGH_CONFIDENCE,HIGH,M3,
CRD_31985982AAFB4AECA49A,레쿠쟈 VMAX,swsh7r_ja-82,SWSH7R,082/067,HR,cards/CRD_31985982AAFB4AECA49A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_31A84E046FF1424F95D8,나루림,NO_JP,,750/742,AR,cards/CRD_31A84E046FF1424F95D8_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_31B29DFE42E24D77AFE1,슬리프,sv1v_ja-86,SV1V,086/078,AR,cards/CRD_31B29DFE42E24D77AFE1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_31C58C5A3B144203BD03,히스이 조로아크 V,swsh12a_ja-128,SWSH12A,128/172,RR,cards/CRD_31C58C5A3B144203BD03_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_31E2B98699A1410FBAC9,브라이어,sv7_ja-126,SV7,124/102,SR,cards/CRD_31E2B98699A1410FBAC9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_32082DD1A5DE41889046,이야후 ex,sv6a_ja-37,SV6A,037/064,RR,cards/CRD_32082DD1A5DE41889046_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6A,
CRD_321DE0F8BCA944D8BF43,때때무노,swsh4a_ja-271,SWSH4A,271/190,S,cards/CRD_321DE0F8BCA944D8BF43_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_321E17A2C21747AAB24E,복숭악동 ex,sv6a_ja-39,SV6A,491/742,RR,cards/CRD_321E17A2C21747AAB24E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6A,
CRD_322DAF78A9B34EA2B745,연격 우라오스 VMAX,swsh8b_ja-283,SWSH8B,283/184,UR,cards/CRD_322DAF78A9B34EA2B745_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_32386B204F0740378DD5,너트령,sv3a_ja-72,SV3A,072/062,AR,cards/CRD_32386B204F0740378DD5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3A,
CRD_324563089502413E8DA5,마스카나 ex,sv1a_ja-101,SV1A,101/073,UR,cards/CRD_324563089502413E8DA5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_324F58AAF4F444DEAE95,귀뚤톡크,swsh12a_ja-174,SWSH12A,174/172,AR,cards/CRD_324F58AAF4F444DEAE95_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_325D356041B348968F5A,칼라마네로 EX,xy4_ja-57,XY4,076/171,RR,cards/CRD_325D356041B348968F5A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY4,
CRD_326058E0F4514E8083F0,글레이시아 GX,sm5m_ja-11,SM5M,011/066,RR,cards/CRD_326058E0F4514E8083F0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM5M,
CRD_32611C07C96441F59DCF,리피아 GX,sm5s_ja-67,SM5S,067/066,SR,cards/CRD_32611C07C96441F59DCF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM5S,
CRD_32686724596F433298EB,자시안 V,swsh1w_ja-73,SWSH1W,073/060,UR,cards/CRD_32686724596F433298EB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1W,
CRD_326BB4D3A84B467EB968,라티아스 ex,sv7a_ja-87,SV7A,087/064,SAR,cards/CRD_326BB4D3A84B467EB968_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7A,
CRD_32763B48F1E343B49F3A,드닐레이브,sv4a_ja-235,SV4A,235/190,S,cards/CRD_32763B48F1E343B49F3A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_329E5AFEC48D4C2B8D03,괴력몬 GX,sm2p_ja-29,SM2P,029/049,RR,cards/CRD_329E5AFEC48D4C2B8D03_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM2P,
CRD_32A3236675F94589B53C,무쇠가시 ex,sv5a_ja-81,SV5A,081/066,SR,cards/CRD_32A3236675F94589B53C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5A,
CRD_32B748391B31457F884D,난천&카틀레야,sm12_ja-106,SM12,106/095,SR,cards/CRD_32B748391B31457F884D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12,
CRD_32C64F60484E4801A991,메가루카리오 ex,m1l_ja-92,M1L,092/063,MUR,cards/CRD_32C64F60484E4801A991_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1L,
CRD_32D88C6671424AA28280,카푸꼬꼬꼭 GX,sm4p_ja-32,SM4P,032/114,RR,cards/CRD_32D88C6671424AA28280_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM4P,
CRD_32E8DC4B424E4966B6CB,쁘사이저,sv5a_ja-67,SV5A,067/066,AR,cards/CRD_32E8DC4B424E4966B6CB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5A,
CRD_32E8F32B11894AB188C1,플루메리,sm3h_ja-57,SM3H,057/051,SR,cards/CRD_32E8F32B11894AB188C1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM3H,
CRD_330DDDD1228E4170B359,형사구스 GX,sm1s_ja-64,SM1S,064/060,SR,cards/CRD_330DDDD1228E4170B359_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1S,
CRD_330E7648167E59934C965289F6483878,요코하마 피카츄 (281),smp_ja-281,SMP,281/SM-P,PR,cards/CRD_330E7648167E59934C965289F6483878_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SMP,
CRD_331B23CD1B3542C09584,피카츄&제크로무 GX,sm9_ja-100,SM9,100/095,SR,cards/CRD_331B23CD1B3542C09584_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9,
CRD_331BADEFF9654B599D78,저지맨,sv4a_ja-342,SV4A,344/190,SR,cards/CRD_331BADEFF9654B599D78_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_33360078EC2F4416BC8F,일레도리자드,sv5a_ja-73,SV5A,073/066,AR,cards/CRD_33360078EC2F4416BC8F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5A,
CRD_3339DB7AA7FD4A21BFE5,나무킹 EX,xy7_ja-82,XY7,082/081,SR,cards/CRD_3339DB7AA7FD4A21BFE5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY7,
CRD_3341BC09AE6F45A6A646,모래성이당 ex,sv8_ja-123,SV8,123/106,SR,cards/CRD_3341BC09AE6F45A6A646_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8,
CRD_3358929E8924485E949B,크로뱃 VMAX,swsh4a_ja-109,SWSH4A,109/190,RRR,cards/CRD_3358929E8924485E949B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_33785863B77A4D888CC5,루카리오&멜메탈 GX,sm9b_ja-58,SM9B,058/054,SR,cards/CRD_33785863B77A4D888CC5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9B,
CRD_3392C238DFEC4357BA88,아세로라의 장난,m1s_ja-90,M1S,091/063,SAR,cards/CRD_3392C238DFEC4357BA88_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1S,
CRD_339521F5D18A48858134,찬란한 후딘,swsh11a_ja-31,SWSH11A,031/068,K,cards/CRD_339521F5D18A48858134_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11A,
CRD_33A3DF458AC34EC6B1BD,호브의 자시안 ex,sv9_ja-118,SV9,118/100,SR,cards/CRD_33A3DF458AC34EC6B1BD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV9,
CRD_33A7A42687184DCAA53F,푸크린 ex,sv2a_ja-189,SV2A,189/165,SR,cards/CRD_33A7A42687184DCAA53F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_33CA09BF26188C6BDA6EA9F79332A025,판쵸 피카츄 (리자몽 X),xyp_ja-207,XYP,207/XY-P,PR,cards/CRD_33CA09BF26188C6BDA6EA9F79332A025_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_33D12892FE0A448BA1C5,골루그 V,swsh7d_ja-15,SWSH7D,188/414,RR,cards/CRD_33D12892FE0A448BA1C5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7D,
CRD_33E384F099914BF89170,비파,sv8a_ja-197,SV8A,191/187,SR,cards/CRD_33E384F099914BF89170_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_33F622942A1F4876AAE4,어흥염 ex,sv5m_ja-22,SV5M,132/742,RR,cards/CRD_33F622942A1F4876AAE4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5M,
CRD_33FE80EB03934DEC8C07,파이리,NO_JP,,051/049,AR,cards/CRD_33FE80EB03934DEC8C07_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_3430850B62B446C68A45A9CFE3741141,메가지가르데 EX,m3_ja-117,M3,117/080,MUR,cards/CRD_3430850B62B446C68A45A9CFE3741141_jp.png,753276,https://snkrdunk.com/apparels/753276,メガジガルデex MUR [M3 117/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-117,https://cdn.snkrdunk.com/upload_bg_removed/20260122103053-0.webp,snk_images/753276.png,CRD_3430850B62B446C68A45A9CFE3741141,CRD_3430850B62B446C68A45A9CFE3741141,메가지가르데 EX,0.7063,"[{""cardId"": ""CRD_3430850B62B446C68A45A9CFE3741141"", ""name"": ""메가지가르데 EX"", ""rarity"": ""MUR"", ""ref"": ""m3_ja-117"", ""score"": 0.7063}, {""cardId"": ""CRD_16D77C3BD5F547639930"", ""name"": ""오리진 디아루가 VSTAR"", ""rarity"": ""HR"", ""ref"": ""swsh10d_ja-82"", ""score"": 0.6965}, {""cardId"": ""CRD_45D3A4AB841C4BAAA951"", ""name"": ""두랄루돈 VMAX"", ""rarity"": ""UR"", ""ref"": ""swsh8b_ja-285"", ""score"": 0.6898}]",HIGH_CONFIDENCE,HIGH,M3,low_confidence
CRD_3441FF9483AB4687A5BF,괴력몬 VMAX,swsh10d_ja-33,SWSH10D,033/067,RRR,cards/CRD_3441FF9483AB4687A5BF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_3446ADE0F7424C998BED,엘풍 GX,sm10_ja-66,SM10,066/095,RR,cards/CRD_3446ADE0F7424C998BED_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10,
