snkrdunk_product_number,set_norm,number,rarity,snkrdunk_title,used_listing_count,snkrdunk_apparel_id,snkrdunk_image_url,falsematch_our_card_id,falsematch_our_name,falsematch_score,action
pkmn-tcg-S-P-306,SP,306,,おいわいファンファーレ: プロモ P [S-P 306](プロモーションカード「S-P」2022),21,289441,https://cdn.snkrdunk.com/upload_bg_removed/20240610033903-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-IDN-SV-P-101,IDNSVP,101,,バティックシャツを着たピカチュウ (ピカチュウ柄) P [SV-P 101]【インドネシア語版】(ピカチュウのインドネシアジャーニー),20,708757,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-IDN-SV-P-101-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-134,SVP,134,,カイリューEX P [SV-P 134](プロモーションカード「エクストラバトルの日(2024年) プロモカードパック」),20,172043,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-134-20231225.webp,CRD_0121009428B847BEBE66,망나뇽 EX,0.8305,ADD_CANDIDATE
pkmn-tcg-S-P-232,SP,232,,ポッチャマ：プロモ P [S-P 232](プロジェクトポッチャマ プロモーションカード),20,291940,https://cdn.snkrdunk.com/upload_bg_removed/20240611015430-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-245,SMP,245,,イーブイ P [SM-P 245](プロモーションカード「GXスタートバトル ～イーブイゲットだぜ～」),20,407401,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325751-yu.webp,CRD_3ED9185116C84CE4B8E5,찬란한 이브이,0.6337,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0080,PMCGP,80,,そらをとぶピカチュウ LV.12 : 旧裏 [PMCG-P](プロモーションカード「ANA ジェットでゲットだ！Wチャンスキャンペーン」),20,467856,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302868-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-241,SVP,241,,オーダイル [SV-P 241](プロモカードパック「イラストレーションコンテスト 2024 受賞作品プロモカード化記念キャンペーン」),20,518773,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-241-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-M-P-021,MP,21,,ラルトス P [M-P 021](プロモカードパック「マクドナルド ハッピーセット2025」),20,671487,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-M-P-021-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-276,SMP,276,,ピカチュウ: プロモ[SM-P 276](プロモーションカード「SM-P」),19,93079,https://cdn.snkrdunk.com/upload_bg_removed/20230628053912-0.webp,CRD_4B160DDD24C54ACA8B72,피카츄,0.7628,ADD_CANDIDATE
pkmn-tcg-XY-P-139,XYP,139,,オールナイトパーティ: プロモ[XY-P 139/XY-P](プロモーションカード「XY-P」),19,128519,https://cdn.snkrdunk.com/upload_bg_removed/20230620035756-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-342-343,SMP342,343,,ミュウ P [SM-P 342](プロモーションカード「TAG TEAM GX スターターデラックスセット」),19,407834,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327456-yu.webp,CRD_956D4472B05C4FCF9992,뮤,0.6991,ADD_CANDIDATE
pkmn-tcg-PKP-AC-047,PKPAC,47,,ポケパークのアチャモ P [PCG-P 047](プロモーションカード「ポケパーク ルギアのくるくるシップ」),19,452691,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307067-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0029,PMCGP,29,,くいしんぼカビゴン P : 旧裏 [PMCG-P](プロモーションカード「ニンテンドー64 Wゲットだぜキャンペーン」),19,467419,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302814-yu.webp,CRD_68A361083D184172982D,잠만보,0.6241,ADD_CANDIDATE
pkmn-tcg-SV-P-262,SVP,262,,コダック P [SV-P 262](プロモカードパック「第10弾」),19,565129,https://cdn.snkrdunk.com/upload_bg_removed/20250411072345-2.webp,,,,ADD_CANDIDATE
pkmn-tcg-M-P-018,MP,18,,ホゲータ P [M-P 018](プロモカードパック「マクドナルド ハッピーセット2025」),19,671484,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-M-P-018-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-003,SMP,3,,ピカチュウ: プロモ[SM-P 003](プロモーションカード「SM-P」),18,91263,https://cdn.snkrdunk.com/upload_bg_removed/7325519.webp,CRD_2951B02D3BE7488DA649,피카츄,0.7114,ADD_CANDIDATE
pkmn-tcg-DP-P-0062-109,DPP0062,109,,現実世界のギラティナ [DP-P 109](プロモーションカード「コレクションチャレンジ 映画ギラティナと氷空の花束シェイミ 劇場入場者プレゼントカード」),18,453294,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313220-yu.webp,CRD_36FC9D7A34B947999101,기라티나 EX,0.6862,ADD_CANDIDATE
pkmn-tcg-SC-30th-P-002,SC30THP,2,,ヒトカゲ プロモ [30th-P 002]【中国語版(簡体字)】(スカーレット&バイオレット「30周年記念 最初のパートナー スペシャルアート ホロカードセット Vol.1」),18,775835,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-03-10-P-002-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-366,SMP,366,,リザードン: プロモ[SM-P 366](プロモーションカード「SM-P」),17,93077,https://cdn.snkrdunk.com/upload_bg_removed/20220901020221-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-371,SMP,371,,イーブイ P [SM-P 371](プロモーションカード「ポケモンカードフレンドリィショップ 限定キャンペーン」),17,407857,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327654-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-M-P-017,MP,17,,ニャオハ P [M-P 017](プロモカードパック「マクドナルド ハッピーセット2025」),17,671483,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-M-P-017-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-168,SMP,168,,ピカチュウ: プロモ [SM-P 168](プロモーションカード「SM-P」),16,107570,https://cdn.snkrdunk.com/upload_bg_removed/20221219074051-0.webp,CRD_8D798C34EC514D40851D,피카츄,0.8702,ADD_CANDIDATE
pkmn-tcg-SV-P-033,SVP,33,,イーブイ: プロモ [SV-P 033](「 ポケモンカードゲーム教室」プロモーションカード「SV-P」),16,139119,https://cdn.snkrdunk.com/upload_bg_removed/20230915084918-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-137,PMCGP,137,,かっこいいポリゴン P: 旧裏 [PROMO No.137](プロモーションカード「ニンテンドー64 Wゲットだぜキャンペーン」),16,309456,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302813-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SH-P-019,SHP,19,,ピカチュウV RR仕様 [SH 019/053](ファミリーポケモンカードゲーム「ピカチュウV」),16,379601,https://cdn.snkrdunk.com/upload_bg_removed/80257f4b-4a5e-4090-b569-c2781efa9706.webp,CRD_ABED7ECAA2C04766839E,피카츄 V,0.8616,ADD_CANDIDATE
pkmn-tcg-XY-P-VJMP14-11-055,XYPVJMP1411,55,,ゲンガーソウルリンク P [XY-P 055](プロモーションカード「Vジャンプ 2014年11月特大号付録」),16,411712,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314595-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PKP-AC-041,PKPAC,41,,レックウザ P [PCG-P 041](プロモーションカード「ポケパーク ルギアのくるくるシップ」),16,452685,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307061-yu.webp,CRD_69C818D4E150495ABB8B,레쿠쟈 EX,0.7638,ADD_CANDIDATE
pkmn-tcg-cn-SV-P-153,CNSVP,153,,ピカチュウ (皮卡丘) P [SV-P 153]【中国語版】(プロモーションカード「5周年記念カード」),16,459741,https://cdn.snkrdunk.com/upload_bg_removed/20241125014324-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0057,PMCGP,57,,そらをとぶピカチュウ LV.11 : 旧裏 [PMCG-P](プロモーションカード「ANAポケモンジェット'99就航記念 ・みんなにうれしい キャンペーン」),16,467538,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302842-yu.webp,CRD_7EBB72125E6E436B8589,피카츄,0.6935,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0090,PMCGP,90,,サンダー P : 旧裏 [PMCG-P](プロモーションカード「ANA みんなにうれしいキャンペーン」),16,467862,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302880-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-XY-P-FM-COC-209,XYPFMCOC,209,,ゲッコウガ P [XY-P 209](プロモーションカード「ファミリーマート プレゼントキャンペーン オリジナルカード」),15,413413,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314755-yu.webp,CRD_906A3DF2C7B04997AE4D,개굴닌자 EX,0.6769,ADD_CANDIDATE
pkmn-tcg-SM-P-055,SMP,55,,イースターのピカチュウ: プロモ[SM-P 055](プロモーションカード「SM-P」),14,91222,https://cdn.snkrdunk.com/upload_bg_removed/7325571.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-005,SMP,5,,サッポロのピカチュウ: プロモ[SM-P 005](プロモーションカード「SM-P」),14,91243,https://cdn.snkrdunk.com/upload_bg_removed/7325521.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-075,SP,75,,イーブイ: プロモ P [S-P 075](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第3弾」),14,299229,https://cdn.snkrdunk.com/upload_bg_removed/20250703060418-5.webp,CRD_3ED9185116C84CE4B8E5,찬란한 이브이,0.7067,ADD_CANDIDATE
pkmn-tcg-XY-P-BF14-055,XYPBF14,55,,ゲンガーソウルリンク P [XY-P 055](プロモーションカード「バトルフェスタ2014入場者プレゼント」),14,411711,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314594-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-XY-P-BF15- SGB-PP-202,XYPBF15SGBPP,202,,ミュウツー P [XY-P 202](プロモーションカード「バトルフェスタ2015 サテライトジムバトル 参加賞」),14,413387,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314748-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0056,PMCGP,56,,カイリュー P : 旧裏 [PMCG-P](プロモーションカード「ANA ジェットでゲットだ！Wチャンスキャンペーン」),14,467537,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302841-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0092,PMCGP,92,,ハマちゃんのヤドキング P : 旧裏 [PMCG-P](プロモーションカード「コロコロコミック 1999年9月号」),14,467864,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302882-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-XY-P-PKMNP-259,XYPPKMNP,259,,ピカチュウ P [XY-P 259](プロモーションカード「ポケモンパン」),14,578175,https://cdn.snkrdunk.com/upload_bg_removed/20250425093945-0.webp,CRD_7EBB72125E6E436B8589,피카츄,0.637,ADD_CANDIDATE
pkmn-tcg-SM-P-124,SMP,124,,エーフィGX: プロモ[SM-P 124](プロモーションカード「SM-P」),13,91221,https://cdn.snkrdunk.com/upload_bg_removed/7325640.webp,CRD_0A4BC771BE0743608661,에브이 GX,0.8233,ADD_CANDIDATE
pkmn-tcg-SM-P-191,SMP,191,,ボスごっこピカチュウ ロケット団: プロモ[SM-P 191](プロモーションカード「SM-P」),13,91226,https://cdn.snkrdunk.com/upload_bg_removed/20240617014455-0.webp,CRD_E1B6948E73434311B499,피카츄 EX,0.7661,ADD_CANDIDATE
pkmn-tcg-SM-P-269,SMP,269,,グレイシアGX: プロモ[SM-P 269](プロモーションカード「SM-P」),13,93049,https://cdn.snkrdunk.com/upload_bg_removed/20220831092106-0.webp,CRD_5E8B9D8B826549B5BE0E,글레이시아 GX,0.6371,ADD_CANDIDATE
pkmn-tcg-SM-P-376,SMP,376,,ピカチュウ: プロモ [SM-P 376](プロモーションカード「SM-P」),13,107449,https://cdn.snkrdunk.com/upload_bg_removed/20221219042429-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-110,SVP,110,,おいわいファンファーレ: プロモ P [SV-P 110](プロモーションカード「SV-P」2023),13,289442,https://cdn.snkrdunk.com/upload_bg_removed/20240610033917-0.webp,CRD_21AA8DB739564F3E9CA5,피카츄,0.6288,ADD_CANDIDATE
pkmn-tcg-XY-P-MSGB-257,XYPMSGB,257,,MボーマンダEX P [XY-P 257](プロモーションカード「メガボーマンダジムバトル」),13,413444,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314802-yu.webp,CRD_1F7AA893695B4F56A551,M보만다 EX,0.7658,ADD_CANDIDATE
pkmn-tcg-MS-PCS-057,MSPCS,57,,ピカチュウ P [ADV-P 057](プロモーションカード「明治製菓 ポケモンチョコスナック」),13,452639,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7305263-yu.webp,CRD_2951B02D3BE7488DA649,피카츄,0.7617,ADD_CANDIDATE
pkmn-tcg-SM-P-197,SMP,197,,ボスごっこピカチュウ スカル団: プロモ[SM-P 197](プロモーションカード「SM-P」),12,91230,https://cdn.snkrdunk.com/upload_bg_removed/20240617014650-0.webp,CRD_7EBB72125E6E436B8589,피카츄,0.6217,ADD_CANDIDATE
pkmn-tcg-L-P-019-014,LP019,14,,ピカチュウ: プロモ[L-P 019/L-P](プロモーションカード「L-P」),12,91657,https://cdn.snkrdunk.com/upload_bg_removed/7314219.webp,CRD_E1B6948E73434311B499,피카츄 EX,0.7344,ADD_CANDIDATE
pkmn-tcg-SM-P-320,SMP,320,,あばれる君: プロモ[SM-P 320](プロモーションカード「SM-P」),12,93064,https://cdn.snkrdunk.com/upload_bg_removed/20240810020601-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-032,SVP,32,,イーブイ: プロモ [SV-P 032](「 ポケカでカジュアルバトル」プロモーションカード「SV-P」),12,139120,https://cdn.snkrdunk.com/upload_bg_removed/20230915084925-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-ANA-e-004,ANAE,4,,ピカチュウ P [e-P 004](プロモーションカード「ANA'S ピカ夏ですよ キャンペーン」),12,452541,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7304063-yu.webp,CRD_2951B02D3BE7488DA649,피카츄,0.7328,ADD_CANDIDATE
pkmn-tcg-DPt-P-0026-041,DPTP0026,41,,アルセウス [DPt-P 041](プロモーションカード「映画アルセウス 超克の時空へ 劇場入場者プレゼントカード」),12,453428,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314190-yu.webp,CRD_4D37677B8AA341108958,제르네아스 EX,0.6885,ADD_CANDIDATE
pkmn-tcg-M-P-068,MP,68,,メガエルレイドex P [M-P 068](スペシャルカードセット「メガエルレイドex」),12,752313,https://cdn.snkrdunk.com/upload_bg_removed/20260122105551-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-141,SMP,141,,ポンチョを着たイーブイ: プロモ[SM-P 141](プロモーションカード「SM-P」),11,91213,https://cdn.snkrdunk.com/upload_bg_removed/20240614093207-0.webp,CRD_C00E1C8CFE15D51E795F88D9D5D14E94,판쵸 피카츄 (메가 캠페인),0.6939,ADD_CANDIDATE
pkmn-tcg-SM-P-083,SMP,83,,ひかるホウオウ: プロモ[SM-P 083](プロモーションカード「SM-P」),11,91245,https://cdn.snkrdunk.com/upload_bg_removed/7325599.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-198,SMP,198,,ミミッキュ: プロモ[SM-P 198](プロモーションカード「SM-P」),11,91244,https://cdn.snkrdunk.com/upload_bg_removed/20240614013739-0.webp,CRD_B30DFCBCDFBA21BE1C07,피카츄,0.6362,ADD_CANDIDATE
pkmn-tcg-PLAY9-020,PLAY9,20,,_のグラードン: プロモ[PCG-P 020/PLAY](プロモーションカード「第3期 プレイヤーズ継続キットカード」),11,91711,https://cdn.snkrdunk.com/upload_bg_removed/7315056.webp,CRD_669F982DB44549EFB5E2,견고라스 EX,0.6371,ADD_CANDIDATE
pkmn-tcg-SM-P-289,SMP,289,,ミミッキュ ムンク展: プロモ[SM-P 289](プロモーションカード「SM-P」),11,93056,https://cdn.snkrdunk.com/upload_bg_removed/20220831092724-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-148,SVP,148,,オーガポン みどりのめん P [SV-P 148](スペシャルジャンボカードセット「オーガポン」),11,263373,https://cdn.snkrdunk.com/upload_bg_removed/20240516075156-3.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-377,SMP,377,,ピカチュウ P [SM-P 377](プロモーションカード「ローソンサマーキャンペーン」),11,407861,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327660-yu.webp,CRD_A6337035E8634701BFAB,피카츄,0.6277,ADD_CANDIDATE
pkmn-tcg-SI-PF-023,SIPF,23,,ピカチュウ P [ADV-P 023](プロモーションカード「セブン-イレブン ポケモンフェア」),11,452608,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7305229-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MS-PCS-RH-014,MSPCSRH,14,,レックウザ P [PCG-P 014](プロモーションカード「明治製菓 ポケモンチョコスナック-裂空の訪問者-」),11,452662,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307037-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MCD-05-07-084,MCD0507,84,,ピカチュウ P [PCG-P 084](プロモーションカード「マクドナルドオリジナル 2005年7月」),11,452721,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307097-yu.webp,CRD_1EB1317E215A4D5FABEE,피카츄,0.6986,ADD_CANDIDATE
pkmn-tcg-PMCG-PSA-0014,PMCGPSA,14,,ヤドキング : 旧裏 [PMCG-P No.199](旧裏面 プロモーションカード「サザンアイランド 映画公開記念」),11,454042,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302342-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P14-086,SP14,86,,マリィ P [S-P 086](プロモーションカード「楽しもう。春、ポケカ」),11,509742,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-086-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-156,SP,156,,カビゴン P [S-P 156](プロモーションカード「コロコロイチバン！ 2020年1月発売号 付録」),11,609421,https://cdn.snkrdunk.com/upload_bg_removed/20250605044108-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SC-30th-P-001,SC30THP,1,,フシギダネ プロモ [30th-P 001]【中国語版(簡体字)】(スカーレット&バイオレット「30周年記念 最初のパートナー スペシャルアート ホロカードセット Vol.1」),11,775834,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-03-10-P-001-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-210,SMP,210,,紳士風のピカチュウ: プロモ[SM-P 210](プロモーションカード「SM-P」),10,91242,https://cdn.snkrdunk.com/upload_bg_removed/20240617063420-0.webp,CRD_C00E1C8CFE15D51E795F88D9D5D14E94,판쵸 피카츄 (메가 캠페인),0.6649,ADD_CANDIDATE
pkmn-tcg-XY-P-158,XYP,158,,レックウザ: プロモ[XY-P 158/XY-P](プロモーションカード「XY-P」),10,133098,https://cdn.snkrdunk.com/upload_bg_removed/20230804063902-0.webp,CRD_6D78C3030D7942CB9EF0,레쿠쟈 EX,0.6789,ADD_CANDIDATE
pkmn-tcg-SV-P-210,SVP,210,,ハッサムex P [SV-P 210](プロモーションカード「チャンピオンズリーグ2025 勝利賞」),10,356898,https://cdn.snkrdunk.com/upload_bg_removed/20240816061109-1.webp,CRD_84F100B202834C6DAE3B,핫삼 ex,0.6502,ADD_CANDIDATE
pkmn-tcg-XY-P-PKMNP-064,XYPPKMNP,64,,ピカチュウ P [XY-P 064](プロモーションカード「ポケモンパン」),10,411721,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314605-yu.webp,CRD_7EBB72125E6E436B8589,피카츄,0.7199,ADD_CANDIDATE
pkmn-tcg-XY-P-BKSCP-064,XYPBKSCP,64,,ピカチュウ P [XY-P 064](プロモーションカード「熱戦にそなえろ！ 黒いメガサーナイトキャンペーン」),10,411723,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314607-yu.webp,CRD_7EBB72125E6E436B8589,피카츄,0.7076,ADD_CANDIDATE
pkmn-tcg-XY-P-BR-GF-192,XYPBRGF,192,,リーフィアEX P [XY-P 192](バトル強化セット「草/闘」),10,413378,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314738-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PKP-AC-039,PKPAC,39,,スイクン P [PCG-P 039](プロモーションカード「ポケパーク ルギアのくるくるシップ」),10,452683,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307059-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-L-P-0022-046,LP0022,46,,ラティオス [L-P 046](プロモーションカード「ハートゴールドコレクション・ソウルシルバーコレクション スペシャルパック」),10,453469,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314246-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0018,PMCGP,18,,なみのりピカチュウ P : 旧裏 [PMCG-P No.025](プロモーションカード「コロコロコミック 1997年9月号」),10,467415,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302802-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SC-30th-P-021,SC30THP,21,,アシマリ プロモ [30th-P 021]【中国語版(簡体字)】(スカーレット&バイオレット「30周年記念 最初のパートナー スペシャルアート ホロカードセット Vol.1」),10,775842,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-03-10-P-021-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-137,SMP,137,,ポンチョを着たイーブイ: プロモ[SM-P 137](プロモーションカード「SM-P」),9,91233,https://cdn.snkrdunk.com/upload_bg_removed/20240614093110-0.webp,CRD_0B188D85E3A44B03D1BA,판초를 입은 이브이,0.6546,ADD_CANDIDATE
pkmn-tcg-SM-P-038,SMP,38,,ポンチョを着たピカチュウ: プロモ[SM-P 038](プロモーションカード「SM-P」),9,91224,https://cdn.snkrdunk.com/upload_bg_removed/20240614092557-0.webp,CRD_E070D0BFD0812AE7FEE1,판초를 입은 이브이,0.6413,ADD_CANDIDATE
pkmn-tcg-SM-P-144,SMP,144,,ポンチョを着たイーブイ: プロモ[SM-P 144](プロモーションカード「SM-P」),9,91238,https://cdn.snkrdunk.com/upload_bg_removed/20240614093258-0.webp,CRD_A25CB6E36FC71EBDA24B,판초를 입은 피카츄,0.6473,ADD_CANDIDATE
pkmn-tcg-XY-P-154,XYP,154,,ピカチュウ: プロモ[XY-P 154/XY-P](プロモーションカード「XY-P」),9,91410,https://cdn.snkrdunk.com/upload_bg_removed/7314699.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-395,SMP,395,,アセロラ エクストラバトルの日: プロモ[SM-P 395](プロモーションカード「SM-P」),9,93053,https://cdn.snkrdunk.com/upload_bg_removed/20220831092452-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-295,SMP,295,,イーブイ: プロモ [SM-P 295](プロモーションカード「SM-P」),9,107552,https://cdn.snkrdunk.com/upload_bg_removed/20221219071448-0.webp,CRD_E4269732BF5E4DAE84E6,부스터 EX,0.6292,ADD_CANDIDATE
pkmn-tcg-S-P11-296,SP11,296,,カイオーガV P [296/S-P](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第11弾」),9,286331,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P11-296.webp,CRD_D264A2B826384DCCB7D7,가이오가 V,0.8888,ADD_CANDIDATE
pkmn-tcg-XY-P-PTEC-141,XYPPTEC,141,,ニンフィア P [XY-P 141](プロモーションカード「pokemon time EIEVUI COLLECTION 発売記念」),9,411783,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314685-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-XY-P-MV-FP-PKC-156,XYPMVFPPKC,156,,ピカチュウ P [XY-P 156](プロモーションカード「映画公開記念スペシャルパック フーパ セブン&アイ・ポケモンセンター限定」),9,411795,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314701-yu.webp,CRD_4B160DDD24C54ACA8B72,피카츄,0.897,ADD_CANDIDATE
