gap_type,source,our_card_id_if_any,our_name,our_jp_ref,our_rarity,snkrdunk_apparel_id,snkrdunk_product_number,snkrdunk_title,snkrdunk_image_url,scanner_top1_card_id,scanner_top1_score,scanner_top5_json,reason,action
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93151,pkmn-tcg-120/BW-P,ピカチュウ P [BW-P 120/BW-P](プロモーションカード「ポケモンセンタートウホク オープン記念プレゼント」),https://cdn.snkrdunk.com/upload_bg_removed/20220901043622-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_05EEC7741BAF4827B1B7,플라제스 EX,xy4_ja-60,RR,93147,pkmn-tcg-596,チャンピオンズフェスティバル 2013: プロモ[BW-P](プロモーションカード「BW-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901041923-0.webp,CRD_05EEC7741BAF4827B1B7,0.6924,"[{""cardId"": ""CRD_05EEC7741BAF4827B1B7"", ""name"": ""플라제스 EX"", ""rarity"": ""RR"", ""ref"": ""xy4_ja-60"", ""score"": 0.6924}, {""cardId"": ""CRD_D2518F5B122F4451AB0C"", ""name"": ""플라제스 EX"", ""rarity"": ""SR"", ""ref"": ""xy4_ja-92"", ""score"": 0.6704}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_007D898667D84D8F9B7E,제크로무,bw1w_ja-55,SR,93143,pkmn-tcg-592,ゼクロム 15th: プロモ[BW-P 055/053](プロモーションカード「BW-P」),https://cdn.snkrdunk.com/upload_bg_removed/20230609090501-0.webp,CRD_007D898667D84D8F9B7E,0.9265,"[{""cardId"": ""CRD_007D898667D84D8F9B7E"", ""name"": ""제크로무"", ""rarity"": ""SR"", ""ref"": ""bw1w_ja-55"", ""score"": 0.9265}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_9D7E49141F244802BAB2,렌트라 ex,sv6_ja-41,RR,93157,pkmn-tcg-PDC-PCG-053-054,ブラッキー: プロモ[054/L-P](プロモーションカード「ポケモンだいすきクラブカード PCGアクションポイントプレゼント ＜スペシャルランク＞」),https://cdn.snkrdunk.com/upload_bg_removed/20220901044927-0.webp,CRD_9D7E49141F244802BAB2,0.6665,"[{""cardId"": ""CRD_9D7E49141F244802BAB2"", ""name"": ""렌트라 ex"", ""rarity"": ""RR"", ""ref"": ""sv6_ja-41"", ""score"": 0.6665}, {""cardId"": ""CRD_1BB82D85E831428CABCE"", ""name"": ""M캥카 EX"", ""rarity"": ""RR"", ""ref"": ""xy2_ja-65"", ""score"": 0.5366}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93127,pkmn-tcg-425,基本炎エネルギー 20thアニバーサリー: プロモ[XY-P](プロモーションカード「XY-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901032305-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93139,pkmn-tcg-587,ミジュマル P [BW-P 080/BW-P](プロモーションカード「JR北海道ポケモン調査隊 2011」),https://cdn.snkrdunk.com/upload_bg_removed/20220901035910-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_69C818D4E150495ABB8B,레쿠쟈 EX,xy6_ja-85,SR,93141,pkmn-tcg-590,レックウザEX P [BW-P 145/BW-P](プロモーションカード「レックウザEX・ギラティナEX オリジナルスーパーレアカードセット ゲット!キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/20220901040145-0.webp,CRD_69C818D4E150495ABB8B,0.6905,"[{""cardId"": ""CRD_69C818D4E150495ABB8B"", ""name"": ""레쿠쟈 EX"", ""rarity"": ""SR"", ""ref"": ""xy6_ja-85"", ""score"": 0.6905}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93131,pkmn-tcg-429,基本闘エネルギー 20thアニバーサリー: プロモ[XY-P](プロモーションカード「XY-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240816020737-9.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93132,pkmn-tcg-430,基本鋼エネルギー 20thアニバーサリー: プロモ[XY-P](プロモーションカード「XY-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901034338-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_40ACC9AF379C44558884,디아루가,dp3_ja-1004,HR,93165,pkmn-tcg-708,ディアルガ: プロモ[L-P 074/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810020602-5.webp,CRD_40ACC9AF379C44558884,0.8364,"[{""cardId"": ""CRD_40ACC9AF379C44558884"", ""name"": ""디아루가"", ""rarity"": ""HR"", ""ref"": ""dp3_ja-1004"", ""score"": 0.8364}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93168,pkmn-tcg-712,カイオーガ: プロモ[L-P 071/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901050551-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93170,pkmn-tcg-720,ウツギはかせの育てかた: プロモ[L-P 023/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901050902-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93164,pkmn-tcg-705,レックウザ: プロモ[L-P 075/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240816024345-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_8EA74EA746054746A291,기라티나,pt1_ja-52,HR,93167,pkmn-tcg-711,グラードン: プロモ[L-P 072/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901050316-0.webp,CRD_8EA74EA746054746A291,0.7094,"[{""cardId"": ""CRD_8EA74EA746054746A291"", ""name"": ""기라티나"", ""rarity"": ""HR"", ""ref"": ""pt1_ja-52"", ""score"": 0.7094}, {""cardId"": ""CRD_1EDE2D3DF6644957B409"", ""name"": ""기라티나(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm5m_ja-30"", ""score"": 0.7041}, {""cardId"": ""CRD_36FC9D7A34B947999101"", ""name"": ""기라티나 EX"", ""rarity"": ""SR"", ""ref"": ""bw5s_ja-53"", ""score"": 0.7006}, {""cardId"": ""CRD_84956B7620D249279F78"", ""name"": ""기라티나(프리즘스타) [오리진폼]"", ""rarity"": ""PR"", ""ref"": ""sm12a_ja-58"", ""score"": 0.6848}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93149,pkmn-tcg-599,テラキオン P [BW-P 038/BW-P](プロモーションカード「バトル激強化キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/20220901042303-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93161,pkmn-tcg-700,ライチュウ: プロモ[L-P 044/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901045448-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93169,pkmn-tcg-717,デオキシス: プロモ[L-P 076/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901050709-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93158,pkmn-tcg-697,マスターのカギ: プロモ[L-P 068/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901045104-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_D964095CC14B4504BFB1,초염몽,dp1_ja-1001,HR,93166,pkmn-tcg-710,パルキア: プロモ[L-P 073/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901050135-0.webp,CRD_D964095CC14B4504BFB1,0.7225,"[{""cardId"": ""CRD_D964095CC14B4504BFB1"", ""name"": ""초염몽"", ""rarity"": ""HR"", ""ref"": ""dp1_ja-1001"", ""score"": 0.7225}, {""cardId"": ""CRD_F44F3EDAA2CA41CB89C5"", ""name"": ""펄기아 EX플라스마단"", ""rarity"": ""SR"", ""ref"": ""bw9_ja-81"", ""score"": 0.6469}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93144,pkmn-tcg-593,トロピカルビーチ [BW-P](プロモーションカード「ポケモンワールドチャンピオンシップス2012 参加賞」),https://cdn.snkrdunk.com/upload_bg_removed/20220901041535-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93162,pkmn-tcg-701,モノマネむすめ: プロモ[L-P 024/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901045611-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93163,pkmn-tcg-703,ツボツボ: プロモ[L-P 067/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901045805-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_2521A01014064B6586BA,앤테이 EX,bw4_ja-70,SR,93159,pkmn-tcg-698,エンテイ: プロモ[L-P 062/L-P](プロモーションカード「L-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901045222-0.webp,CRD_2521A01014064B6586BA,0.6888,"[{""cardId"": ""CRD_2521A01014064B6586BA"", ""name"": ""앤테이 EX"", ""rarity"": ""SR"", ""ref"": ""bw4_ja-70"", ""score"": 0.6888}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93189,pkmn-tcg-762,ダークライ [DP-P 046](プロモーションカード「映画 ディアルガVSパルキアVSダークライ 劇場入場者プレゼントカード」),https://cdn.snkrdunk.com/upload_bg_removed/20240810020602-4.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93190,pkmn-tcg-763,トロピカルウインド2009: プロモ[DPt-P](プロモーションカード「DPt-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220902013805-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_D4D97671FD8C454A8A1C,크레세리아,dp4m_ja-1003,HR,93191,pkmn-tcg-764,クレセリア: プロモ[DPt-P 045/DPt-P](プロモーションカード「DPt-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901065124-0.webp,CRD_D4D97671FD8C454A8A1C,0.6691,"[{""cardId"": ""CRD_D4D97671FD8C454A8A1C"", ""name"": ""크레세리아"", ""rarity"": ""HR"", ""ref"": ""dp4m_ja-1003"", ""score"": 0.6691}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_F2CFA15607F1FDEA1BCF0CF34AD4E71C,판쵸 피카츄 (메가도쿄 2),xyp_ja-204,PR,93188,pkmn-tcg-761,ギザみみピチューM ムービー: プロモ[DPt-P](プロモーションカード「DPt-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901064810-0.webp,CRD_F2CFA15607F1FDEA1BCF0CF34AD4E71C,0.6449,"[{""cardId"": ""CRD_F2CFA15607F1FDEA1BCF0CF34AD4E71C"", ""name"": ""판쵸 피카츄 (메가도쿄 2)"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-204"", ""score"": 0.6449}, {""cardId"": ""CRD_3583C21779BE400FB9A6"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""swshp_ja-1"", ""score"": 0.6379}, {""cardId"": ""CRD_B30DFCBCDFBA21BE1C07"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""smp_ja-199"", ""score"": 0.6119}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_79D926D3E72B4438C2AB,팀 플라즈마 보스 피카츄,smp_ja-195,PR,93192,pkmn-tcg-765,ピカチュウ: プロモ[DPt-P 016/DPt-P](プロモーションカード「DPt-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901065328-0.webp,CRD_79D926D3E72B4438C2AB,0.625,"[{""cardId"": ""CRD_79D926D3E72B4438C2AB"", ""name"": ""팀 플라즈마 보스 피카츄"", ""rarity"": ""PR"", ""ref"": ""smp_ja-195"", ""score"": 0.625}, {""cardId"": ""CRD_A6337035E8634701BFAB"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-249"", ""score"": 0.5765}, {""cardId"": ""CRD_AAFE59E917F54C8FB509"", ""name"": ""에몽가 EX"", ""rarity"": ""SR"", ""ref"": ""xy1y_ja-62"", ""score"": 0.5709}, {""cardId"": ""CRD_243B025EA81342949B2D"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""svp_ja-197"", ""score"": 0.5692}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_B6294903334744A58D01,지우의 피카츄,smp_ja-72,SM-P,93213,pkmn-tcg-805,ポケモンパルシティ 関東: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901072912-0.webp,CRD_B6294903334744A58D01,0.6366,"[{""cardId"": ""CRD_B6294903334744A58D01"", ""name"": ""지우의 피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-72"", ""score"": 0.6366}, {""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.6222}, {""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6105}, {""cardId"": ""CRD_A6337035E8634701BFAB"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-249"", ""score"": 0.5975}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93207,pkmn-tcg-798,勝利のメダル ジム☆チャレンジ2006: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240711070736-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93214,pkmn-tcg-807,勝利のメダル 金メダル: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810022904-1.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_2951B02D3BE7488DA649,피카츄,sm0_ja-4,SM-P,93194,pkmn-tcg-770,ピカチュウM ムービー LV.X: プロモ[DPt-P 043/DPt-P](プロモーションカード「DPt-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240811081537-7.webp,CRD_2951B02D3BE7488DA649,0.6587,"[{""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6587}, {""cardId"": ""CRD_E1B6948E73434311B499"", ""name"": ""피카츄 EX"", ""rarity"": ""RR"", ""ref"": ""cp2_ja-8"", ""score"": 0.6573}, {""cardId"": ""CRD_4B160DDD24C54ACA8B72"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-156"", ""score"": 0.6447}, {""cardId"": ""CRD_8D798C34EC514D40851D"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm3-40"", ""score"": 0.6284}, {""cardId"": ""CRD_7A536360D1EC48FB885A"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""xy3-27"", ""score"": 0.6242}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_494E55E7C59E4B6DA4E3,야도란 EX,xyp_ja-262,RR,93193,pkmn-tcg-768,カビゴンLV.X: プロモ[DP-P 127/DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901065611-0.webp,CRD_494E55E7C59E4B6DA4E3,0.7563,"[{""cardId"": ""CRD_494E55E7C59E4B6DA4E3"", ""name"": ""야도란 EX"", ""rarity"": ""RR"", ""ref"": ""xyp_ja-262"", ""score"": 0.7563}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93215,pkmn-tcg-810,ハマナのリサーチ: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220819030724-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93231,pkmn-tcg-840,δレインボーエネルギー: プロモ[PCG-P 149/PCG-P](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085742-9.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93210,pkmn-tcg-802,ミステリアス・パール: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901072412-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_4CB4D847706A453D8A1F,빛나는 뮤,sm3p_ja-41,A,93229,pkmn-tcg-838,ミュウex: プロモ[PCG-P 007/PLAY](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901075554-0.webp,CRD_4CB4D847706A453D8A1F,0.7403,"[{""cardId"": ""CRD_4CB4D847706A453D8A1F"", ""name"": ""빛나는 뮤"", ""rarity"": ""A"", ""ref"": ""sm3p_ja-41"", ""score"": 0.7403}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93208,pkmn-tcg-799,時空のゆがみ: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810022904-6.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93222,pkmn-tcg-820,タッチ交換！: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220819032008-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93211,pkmn-tcg-803,バトルロードスタジアム: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901072523-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93228,pkmn-tcg-PLAY11-023,サンダース☆: プロモ[PCG-P 023/PLAY](プロモーションカード「プレイヤーズけいけんち 20000~29990EXPプレゼントカード」),https://cdn.snkrdunk.com/upload_bg_removed/20220901075358-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93226,pkmn-tcg-835,ブースター☆: プロモ[PCG-P 024/PLAY](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810035456-2.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93223,pkmn-tcg-822,パルキア: プロモ[DP-P 006/PPP](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085742-7.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93209,pkmn-tcg-801,ディアルガLV.63: プロモ[DP-P 005/PPP](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085742-6.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93216,pkmn-tcg-811,オーキドはかせの訪問: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810022905-9.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93206,pkmn-tcg-797,ダークライ: プロモ[DP-P 007/PPP](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085741-5.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93230,pkmn-tcg-PLAY10-022,シャワーズ☆: プロモ[PCG-P 022/PLAY](プロモーションカード「プレイヤーズけいけんち 10000~19990EXPプレゼントカード」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085741-3.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93224,pkmn-tcg-824,ゴージャスボール: プロモ[DP-P](プロモーションカード「DP-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810035456-3.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93225,pkmn-tcg-PLAY15-027,カイオーガex: プロモ[PCG-P 027/PLAY](プロモーションカード「第3期 プレイヤーズキットカード」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085740-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93227,pkmn-tcg-836,バトルロードスタジアム: プロモ[PCG-P 117/PCG-P](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901075229-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6E0B4C84AEBB48D9ACE6,붐볼,swsh6k_ja-92,UR,93236,pkmn-tcg-845,基本炎エネルギー: キラ/プロモ[PCG-P 056/PCG-P](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20220901100018-0.webp,CRD_6E0B4C84AEBB48D9ACE6,0.6514,"[{""cardId"": ""CRD_6E0B4C84AEBB48D9ACE6"", ""name"": ""붐볼"", ""rarity"": ""UR"", ""ref"": ""swsh6k_ja-92"", ""score"": 0.6514}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93244,pkmn-tcg-860,グラードンex: プロモ[PCG-P 028/PLAY](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810083051-1.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6E0B4C84AEBB48D9ACE6,붐볼,swsh6k_ja-92,UR,93239,pkmn-tcg-849,基本水エネルギー: キラ/プロモ[PCG-P 057/PCG-P](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240816015121-7.webp,CRD_6E0B4C84AEBB48D9ACE6,0.6486,"[{""cardId"": ""CRD_6E0B4C84AEBB48D9ACE6"", ""name"": ""붐볼"", ""rarity"": ""UR"", ""ref"": ""swsh6k_ja-92"", ""score"": 0.6486}, {""cardId"": ""CRD_7BD79E9CD5FD4404913E"", ""name"": ""잠만보 V"", ""rarity"": ""SR"", ""ref"": ""swsh1h_ja-66"", ""score"": 0.5919}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,93235,pkmn-tcg-844,セレビィex: プロモ[PCG-P 006/PLAY](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240810085741-4.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6E0B4C84AEBB48D9ACE6,붐볼,swsh6k_ja-92,UR,93240,pkmn-tcg-851,基本闘エネルギー: キラ/プロモ[PCG-P 060/PCG-P](プロモーションカード「PCG-P」),https://cdn.snkrdunk.com/upload_bg_removed/20221015020240-0.webp,CRD_6E0B4C84AEBB48D9ACE6,0.6477,"[{""cardId"": ""CRD_6E0B4C84AEBB48D9ACE6"", ""name"": ""붐볼"", ""rarity"": ""UR"", ""ref"": ""swsh6k_ja-92"", ""score"": 0.6477}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
