gap_type,source,our_card_id_if_any,our_name,our_jp_ref,our_rarity,snkrdunk_apparel_id,snkrdunk_product_number,snkrdunk_title,snkrdunk_image_url,scanner_top1_card_id,scanner_top1_score,scanner_top5_json,reason,action
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470975,pkmn-tcg-neo-P-0016,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「公式イベント参加記念カード【中部地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302921-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470955,pkmn-tcg-PMCG-P-0106,ニョロモ P : 旧裏 [PMCG-P](プロモーションカード「ポケモンスナップ 小学館コロコロコミック主催コンテスト」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302897-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470960,pkmn-tcg-PMCG-P-0111,ラッキー P : 旧裏 [PMCG-P](プロモーションカード「ポケモンスナップ テレビ東京 64マリオスタジアム 主催コンテスト」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302902-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470972,pkmn-tcg-neo-P-0013,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「公式イベント参加記念カード【関東地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302918-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470963,pkmn-tcg-neo-P-0001,きのみ P : 旧裏 [neo-P](プロモーションカード「チャンピオンロード2000 3人勝ち抜きコーナー」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302905-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470969,pkmn-tcg-neo-P-0010,ルージュラ P : 旧裏 [neo-P](プロモーションカード「ポケモンカードになったワケ3」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302914-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470966,pkmn-tcg-neo-P-0007,ヒノアラシ P : 旧裏 [neo-P](プロモーションカード「第11回次世代ワールドホビーフェア」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302911-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_4CB4D847706A453D8A1F,빛나는 뮤,sm3p_ja-41,A,470977,pkmn-tcg-PMCG-P-0114,ミュウ P : 旧裏 [PMCG-P](プロモーションカード「月刊コミックGOTTA 5月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302925-yu.webp,CRD_4CB4D847706A453D8A1F,0.8042,"[{""cardId"": ""CRD_4CB4D847706A453D8A1F"", ""name"": ""빛나는 뮤"", ""rarity"": ""A"", ""ref"": ""sm3p_ja-41"", ""score"": 0.8042}, {""cardId"": ""CRD_B837D3F1A54647279AEC"", ""name"": ""뮤 EX"", ""rarity"": ""SR"", ""ref"": ""sc1_ja-24"", ""score"": 0.7893}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470971,pkmn-tcg-neo-P-0012,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「公式イベント参加記念カード【九州地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302917-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470968,pkmn-tcg-neo-P-0009,ピィ P : 旧裏 [neo-P](プロモーションカード「コロコロコミック 2000年2月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302913-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470978,pkmn-tcg-neo-P-0020,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「ポケモンカード公式イベント参加記念カード【北信越地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302926-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470979,pkmn-tcg-neo-P-0021,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「ポケモンカード公式イベント参加記念カード【北海道地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302927-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470980,pkmn-tcg-neo-P-0022,ハッサム P : 旧裏 [neo-P](プロモーションカード「コロコロコミック 2000年7月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302928-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7EBB72125E6E436B8589,피카츄,NO_JP,SM-P,470982,pkmn-tcg-PMCG-P-0115,ピカチュウ P : 旧裏 [PMCG-P](プロモーションカード「月刊コミックGOTTA 8月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302932-yu.webp,CRD_7EBB72125E6E436B8589,0.637,"[{""cardId"": ""CRD_7EBB72125E6E436B8589"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm11-55"", ""score"": 0.637}, {""cardId"": ""CRD_A6337035E8634701BFAB"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-249"", ""score"": 0.6255}, {""cardId"": ""CRD_2951B02D3BE7488DA649"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm0_ja-4"", ""score"": 0.6199}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_7BD79E9CD5FD4404913E,잠만보 V,swsh1h_ja-66,SR,470981,pkmn-tcg-neo-P-0024,マリル P : 旧裏 [neo-P](プロモーションカード「ANAポケモンジェットジェットでゲットだ！2000」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302931-yu.webp,CRD_7BD79E9CD5FD4404913E,0.6895,"[{""cardId"": ""CRD_7BD79E9CD5FD4404913E"", ""name"": ""잠만보 V"", ""rarity"": ""SR"", ""ref"": ""swsh1h_ja-66"", ""score"": 0.6895}, {""cardId"": ""CRD_6FF014B0CBF4472C9593"", ""name"": ""마릴"", ""rarity"": ""AR"", ""ref"": ""me2pt5-232"", ""score"": 0.6282}, {""cardId"": ""CRD_6A84D927543336D14029"", ""name"": ""탱탱겔 ex"", ""rarity"": ""SR"", ""ref"": ""sv11w_ja-162"", ""score"": 0.6192}, {""cardId"": ""CRD_68A361083D184172982D"", ""name"": ""잠만보"", ""rarity"": ""S"", ""ref"": ""sv4a_ja-310"", ""score"": 0.6106}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470985,pkmn-tcg-neo-P-0027,ププリン P : 旧裏 [neo-P](プロモーションカード「PIKACHU the MOVIE2000」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302935-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470983,pkmn-tcg-neo-P-0025,ドーブル P : 旧裏 [neo-P](プロモーションカード「ポケモンカードトレーナーズvol.7」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302933-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470984,pkmn-tcg-neo-P-0026,カポエラー P : 旧裏 [neo-P](プロモーションカード「PIKACHU the MOVIE2000」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302934-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470993,pkmn-tcg-neo-P-0040,キレイハナ P : 旧裏 [neo-P](プロモーションカード「インフォメーションパックおまけカードその2」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302948-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470996,pkmn-tcg-PMCG-P-0118,ニャース P : 旧裏 [PMCG-P](プロモーションカード「JR西日本スタンプラリー2000 ピカチュウプロジェクト2000 プレゼントカード」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302956-na.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470995,pkmn-tcg-PMCG-P-0117,イーブイ P : 旧裏 [PMCG-P](プロモーションカード「スタンプラリー2000 達成記念ポケモンカード US版オフィシャルプロモ 金コース」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302955-na.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470990,pkmn-tcg-neo-P-0034,ムチュール P : 旧裏 [neo-P](プロモーションカード「コロコロコミック 2001年1月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302942-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470988,pkmn-tcg-neo-P-0032,アンノーンR P : 旧裏 [neo-P](プロモーションカード「コロコロコミック 2000年11月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302940-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470987,pkmn-tcg-neo-P-0031,アンノーンJ P : 旧裏 [neo-P](プロモーションカード「ポケモンカードトレーナーズVol.8」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302939-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470994,pkmn-tcg-PMCG-P-0116,ミュウツー P : 旧裏 [PMCG-P](プロモーションカード「スタンプラリー2000 達成記念ポケモンカード US版オフィシャルプロモ 銀コース」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302954-na.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470991,pkmn-tcg-neo-P-0035,ノコッチ P : 旧裏 [neo-P](プロモーションカード「インフォメーションパックおまけカードその1」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302943-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470992,pkmn-tcg-neo-P-0036,わるいフシギソウ P : 旧裏 [neo-P](プロモーションカード「ポケモンカードトレーナーズVol.10」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302944-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470986,pkmn-tcg-neo-P-0029,トゲピー P : 旧裏 [neo-P](プロモーションカード「ANAポケモンジェットジェットでゲットだ！2000」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302937-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470989,pkmn-tcg-neo-P-0033,ムウマ P : 旧裏 [neo-P](プロモーションカード「ポケモンカードトレーナーズVol.9」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302941-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,470973,pkmn-tcg-neo-P-0014,ラッキースタジアム P : 旧裏 [neo-P](プロモーションカード「公式イベント参加記念カード【関西地区】」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302919-yu.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_ACE1406D88444132AE41,프리져 EX플라스마단,bw7_ja-72,SR,470961,pkmn-tcg-PMCG-P-0112,フリーザー P : 旧裏 [PMCG-P](プロモーションカード「ポケモンスナップ テレビ東京 64マリオスタジアム 主催コンテスト」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302903-yu.webp,CRD_ACE1406D88444132AE41,0.6203,"[{""cardId"": ""CRD_ACE1406D88444132AE41"", ""name"": ""프리져 EX플라스마단"", ""rarity"": ""SR"", ""ref"": ""bw7_ja-72"", ""score"": 0.6203}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_243B025EA81342949B2D,피카츄,svp_ja-197,PR,475194,pkmn-tcg-SV-P-197,ピカチュウ P [SV-P 197](プロモーションカード「WCS2024 開催記念」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-197-ot.webp,CRD_243B025EA81342949B2D,0.8305,"[{""cardId"": ""CRD_243B025EA81342949B2D"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""svp_ja-197"", ""score"": 0.8305}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_6B76266004034ADFAFE2,후딘 EX,xy10_ja-23,RR,484954,pkmn-tcg-SV-P-220,キリンリキ P [SV-P 220](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-10.webp,CRD_6B76266004034ADFAFE2,0.6853,"[{""cardId"": ""CRD_6B76266004034ADFAFE2"", ""name"": ""후딘 EX"", ""rarity"": ""RR"", ""ref"": ""xy10_ja-23"", ""score"": 0.6853}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484956,pkmn-tcg-SV-P-224,パソコン通信 P [SV-P 224](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094750-0.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484957,pkmn-tcg-SV-P-228,ちからのハチマキ P [SV-P 228](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-11.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484958,pkmn-tcg-SV-P-229,ポケモンレンジャー P [SV-P 229](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094750-2.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_721C06FA7E914D659B80,크로뱃 V,swsh8b_ja-99,RR,484955,pkmn-tcg-SV-P-222,クロバットＶ P [SV-P 222](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094750-1.webp,CRD_721C06FA7E914D659B80,0.91,"[{""cardId"": ""CRD_721C06FA7E914D659B80"", ""name"": ""크로뱃 V"", ""rarity"": ""RR"", ""ref"": ""swsh8b_ja-99"", ""score"": 0.91}, {""cardId"": ""CRD_9A44D06692124A76B84D"", ""name"": ""크로뱃 V"", ""rarity"": ""RR"", ""ref"": ""swsh3_ja-53"", ""score"": 0.905}, {""cardId"": ""CRD_E410D811910849CDAFFA"", ""name"": ""크로뱃 V"", ""rarity"": ""RR"", ""ref"": ""swsh4a_ja-108"", ""score"": 0.9044}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484959,pkmn-tcg-SV-P-221,ダストダス P [SV-P 221](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-9.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484960,pkmn-tcg-SV-P-223,トレーナーズポスト P [SV-P 223](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-8.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484961,pkmn-tcg-SV-P-225,バトルコンプレッサー P [SV-P 225](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094750-4.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484962,pkmn-tcg-SV-P-226,バトルサーチャー P [SV-P 226](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-5.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484963,pkmn-tcg-SV-P-227,かるいし P [SV-P 227](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-6.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484964,pkmn-tcg-SV-P-230,サイレントラボ P [SV-P 230](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-7.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484966,pkmn-tcg-SV-P-219,カイ P [SV-P 219](プロモーションカード「エクストラバトルの日 参加賞」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094750-3.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,484965,pkmn-tcg-SV-P-231,ダブルドラゴンエネルギー P [SV-P 231](プロモカードパック「エクストラバトルの日」),https://cdn.snkrdunk.com/upload_bg_removed/20241221094751-12.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_F1F1BB3E1E7544FD801E,모야모의 찌리비,svp_ja-232,PR,485638,pkmn-tcg-SV-P-232,ナンジャモのカイデン P [SV-P 232](プロモーションカード「拡張パック バトルパートナーズ Box購入キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/20250404030111-0.webp,CRD_F1F1BB3E1E7544FD801E,0.802,"[{""cardId"": ""CRD_F1F1BB3E1E7544FD801E"", ""name"": ""모야모의 찌리비"", ""rarity"": ""PR"", ""ref"": ""svp_ja-232"", ""score"": 0.802}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_A6337035E8634701BFAB,피카츄,smp_ja-249,SM-P,498199,pkmn-tcg-WCS2022,チャンピオンズフェスティバル2022 P [S-P](プロモーションカード「ワールドチャンピオンシップス 2022」),https://cdn.snkrdunk.com/upload_bg_removed/20250111013447-0.webp,CRD_A6337035E8634701BFAB,0.6373,"[{""cardId"": ""CRD_A6337035E8634701BFAB"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-249"", ""score"": 0.6373}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502992,pkmn-tcg-SV-P-237,なかよしポフィン P [SV-P 237](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047172_T_NAKAYOSHIPOFUIN-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502991,pkmn-tcg-SV-P-236,シャリタツ P [SV-P 236](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047171_P_SHIXYARITATSU-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502988,pkmn-tcg-SV-P-233,ホップのバチンウニex P [SV-P 233](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047168_P_HOPPUNOBACHINUNIEX-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502989,pkmn-tcg-SV-P-234,フワンテ P [SV-P 234](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047169_P_FUWANTE-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502995,pkmn-tcg-SV-P-240,カキツバタ P [SV-P 240](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047175_T_KAKITSUBATA-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502994,pkmn-tcg-SV-P-239,ポケモンセンターのお姉さん P [SV-P 239](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047174_T_POKEMONSENTANOONEESAN-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502990,pkmn-tcg-SV-P-235,フワライド P [SV-P 235](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047170_P_FUWARAIDO-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,502993,pkmn-tcg-SV-P-238,ペパー P [SV-P 238](プロモカードパック「第9弾」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-047173_T_PEPA-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_83BAA925FA8D48C4ABFE,플라제스 BREAK,xy8b_ja-43,RR,506837,pkmn-tcg-SV-P-199,リーリエのキュワワー P [SV-P 199](プロモーションカード「コレクションファイルセット リーリエ」),https://cdn.snkrdunk.com/upload_bg_removed/20250123091616-0.webp,CRD_83BAA925FA8D48C4ABFE,0.7549,"[{""cardId"": ""CRD_83BAA925FA8D48C4ABFE"", ""name"": ""플라제스 BREAK"", ""rarity"": ""RR"", ""ref"": ""xy8b_ja-43"", ""score"": 0.7549}, {""cardId"": ""CRD_05EEC7741BAF4827B1B7"", ""name"": ""플라제스 EX"", ""rarity"": ""RR"", ""ref"": ""xy4_ja-60"", ""score"": 0.734}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,506838,pkmn-tcg-SV-P-200,Nのゾロア P [SV-P 200](プロモーションカード「コレクションファイルセット N」),https://cdn.snkrdunk.com/upload_bg_removed/20250123091616-1.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,509742,pkmn-tcg-S-P14-086,マリィ P [S-P 086](プロモーションカード「楽しもう。春、ポケカ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-086-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,509744,pkmn-tcg-S-P14-088,シロナ&カトレア P [S-P 088](プロモーションカード「楽しもう。春、ポケカ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-088-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,509741,pkmn-tcg-S-P14-085,エール団のしたっぱ P [S-P 085](プロモーションカード「楽しもう。春、ポケカ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-085-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,509745,pkmn-tcg-S-P14-089,マオ&スイレン P [S-P 089](プロモーションカード「楽しもう。春、ポケカ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-089-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,509743,pkmn-tcg-S-P14-087,グズマ&ハラ P [S-P 087](プロモーションカード「楽しもう。春、ポケカ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-087-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,518773,pkmn-tcg-SV-P-241,オーダイル [SV-P 241](プロモカードパック「イラストレーションコンテスト 2024 受賞作品プロモカード化記念キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-241-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_UNMAPPED,SNK_CATALOG,,,,,518775,pkmn-tcg-SV-P-243,ストリンダーex [SV-P 243](プロモカードパック「イラストレーションコンテスト 2024 受賞作品プロモカード化記念キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-243-of.webp,,,[],프로모 의심·저득점(0),MANUAL_CHECK
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_1F2BEBDD9D0144DC8275,피카츄,svp_ja-242,PR,518774,pkmn-tcg-SV-P-242,ピカチュウ [SV-P 242](プロモカードパック「イラストレーションコンテスト 2024 受賞作品プロモカード化記念キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-242-of.webp,CRD_1F2BEBDD9D0144DC8275,0.8714,"[{""cardId"": ""CRD_1F2BEBDD9D0144DC8275"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""svp_ja-242"", ""score"": 0.8714}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
SNK_PROMO_MISMATCH,SNK_CATALOG,CRD_B30DFCBCDFBA21BE1C07,피카츄,smp_ja-199,PR,520383,pkmn-tcg-cn-SV-P-057,ピカチュウ P [SV-P 057]【中国語版】(プロモーションカード「台北オープン記念」),https://cdn.snkrdunk.com/upload_bg_removed/20250210031440-0.webp,CRD_B30DFCBCDFBA21BE1C07,0.6261,"[{""cardId"": ""CRD_B30DFCBCDFBA21BE1C07"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""smp_ja-199"", ""score"": 0.6261}, {""cardId"": ""CRD_8D798C34EC514D40851D"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""sm3-40"", ""score"": 0.6221}, {""cardId"": ""CRD_E1B6948E73434311B499"", ""name"": ""피카츄 EX"", ""rarity"": ""RR"", ""ref"": ""cp2_ja-8"", ""score"": 0.6068}]",등록카드 매칭됐으나 번호 불일치(오매핑 의심),REVIEW_MISMATCH
